"","classes","goals","related"
"1757","EDUC-508","4,11,15","Focused"
"1758","EDUC-510","4,8,9,17","Inclusive"
"1759","EDUC-511","1,4,8,9","Inclusive"
"1760","EDUC-513B","4,9,12","Inclusive"
"1761","EDUC-515","5,9","Inclusive"
"1762","EDUC-519","1,4,5,8,9,10,12,15","Focused"
"1763","EDUC-521","1,4,9,10,11","Inclusive"
"1764","EDUC-522","1,4,11,16","Inclusive"
"1765","EDUC-523","1,4,5,10,11","Inclusive"
"1766","EDUC-524","1,4,8,9,11","Inclusive"
"1767","EDUC-525","1,4,11,17","Inclusive"
"1768","EDUC-529","1,4,16","Inclusive"
"1769","EDUC-530","1,4","Inclusive"
"1770","EDUC-531","1,4,8,10,11,17","Inclusive"
"1771","EDUC-532","4,9","Inclusive"
"1772","EDUC-536","4,9","Inclusive"
"1773","EDUC-544","4,9","Inclusive"
"1774","EDUC-546","3,5","Inclusive"
"1775","EDUC-547","4,6,8,9,11,12,17","Inclusive"
"1776","EDUC-550","1,4,9","Inclusive"
"1777","EDUC-551","1,4","Inclusive"
"1778","EDUC-553","1,3,5,6,8,12,14,15,16","Inclusive"
"1779","EDUC-554","","NotRelated"
"1780","EDUC-558","4,10,11","Inclusive"
"1781","EDUC-566","4","Inclusive"
"1782","EDUC-568A","4,6,8,10,11,12,17","Inclusive"
"1783","EDUC-568B","4,6,8,10,11,12,17","Inclusive"
"1784","EDUC-569A","8,9,17","Inclusive"
"1785","EDUC-569B","8,9,17","Inclusive"
"1786","EDUC-570","9,16,17","Inclusive"
"1787","EDUC-573","1,4,9,10","Inclusive"
"1788","EDUC-574","1,4,6,9,10,11,12","Inclusive"
"1789","EDUC-575","1,4,8,9","Inclusive"
"1790","EDUC-576","2,4,6,7,8,12,13,14,15","Focused"
"1791","EDUC-577","4,6,11,12,17","Inclusive"
"1792","EDUC-579","9,17","Inclusive"
"1793","EDUC-582","9","Inclusive"
"1794","EDUC-583","5","Inclusive"
"1795","EDUC-586","9,17","Inclusive"
"1796","EDUC-587","8,9,17","Inclusive"
"1797","EDUC-588","8,9,17","Inclusive"
"1798","EDUC-589","1,8,9,10,17","Inclusive"
"1799","EDUC-591","1,4,5,7,8,9,10,11,12,15,16","Inclusive"
"1800","EDUC-595","8,9,10","Inclusive"
"1801","EDUC-603","1,4,8,11,13,17","Inclusive"
"1802","EDUC-605","4,8,9","Inclusive"
"1803","EDUC-609","1,4,8","Inclusive"
"1804","EDUC-611","1,8,9,16","Inclusive"
"1805","EDUC-612","4,8,9,17","Inclusive"
"1806","EDUC-613","1,4,5,8,10,11,16","Inclusive"
"1807","EDUC-614","1,4,8,9,17","Inclusive"
"1808","EDUC-616","1,4,8,9,12,17","Inclusive"
"1809","EDUC-617","1,4,5,8,9","Inclusive"
"1810","EDUC-619","1,4,5,8,9,10,13","Focused"
"1811","EDUC-620","4,8,9,12,17","Inclusive"
"1812","EDUC-623","1,4,8,17","Inclusive"
"1813","EDUC-624","1,4,5,8,9,10,13,17","Inclusive"
"1814","EDUC-627","1,4,9","Inclusive"
"1815","EDUC-628","1,4,8,9","Inclusive"
"1816","EDUC-629","1,4,9,17","Inclusive"
"1817","EDUC-630","1,4,8,11,13,17","Inclusive"
"1818","EDUC-631","4,8,9,17","Inclusive"
"1819","EDUC-633","1,5,10,16","Inclusive"
"1820","EDUC-634","5,8,9,13,17","Inclusive"
"1821","EDUC-635","5","Inclusive"
"1822","EDUC-636","1,5,8,10,11,13,16","Inclusive"
"1823","EDUC-637","17","Inclusive"
"1824","EDUC-638","1,4,10,11,12,17","Inclusive"
"1825","EDUC-639","4,6,9,11,12","Inclusive"
"1826","EDUC-642","1,4,11,17","Inclusive"
"1827","EDUC-644","1,5,10,17","Inclusive"
"1828","EDUC-645A","","NotRelated"
"1829","EDUC-645B","","NotRelated"
"1830","EDUC-646A","4,5,8,9,17","Inclusive"
"1831","EDUC-646B","4,5,8,9,17","Inclusive"
"1832","EDUC-649","4,6,8,9,11,12,15","Focused"
"1833","EDUC-651","17","Inclusive"
"1834","EDUC-652","4,9","Inclusive"
"1835","EDUC-653","9,11,17","Inclusive"
"1836","EDUC-654","9,17","Inclusive"
"1837","EDUC-655","1,4,17","Inclusive"
"1838","EDUC-656","4,9","Inclusive"
"1839","EDUC-657","1,4,9,17","Inclusive"
"1840","EDUC-658","4,8,9","Inclusive"
"1841","EDUC-660A","4,17","Inclusive"
"1842","EDUC-660B","4,17","Inclusive"
"1843","EDUC-661","4,8,9","Inclusive"
"1844","EDUC-670","1,4,11","Inclusive"
"1845","EDUC-671","1,4,5,6,7,8,9,10,11,12,13,14,15","Focused"
"1846","EDUC-672","4,8,9,17","Inclusive"
"1847","EDUC-673","4","Inclusive"
"1848","EDUC-674","4,9,10","Inclusive"
"1849","EDUC-675","1,4,8,9,17","Inclusive"
"1850","EDUC-676","1,4,8,9,17","Inclusive"
"1851","EDUC-677","4,8,9,17","Inclusive"
"1852","EDUC-678","8,9,17","Inclusive"
"1853","EDUC-679","1,4,9,11","Inclusive"
"1854","EDUC-681","1,4,8,9,11,16,17","Inclusive"
"1855","EDUC-682","1,4,9,17","Inclusive"
"1856","EDUC-683","1,4,8,9,11,17","Inclusive"
"1857","EDUC-690","1,4,8,9,17","Inclusive"
"1858","EDUC-691","1,4,8,11","Inclusive"
"1859","EDUC-692","4,5,10","Inclusive"
"1860","EDUC-694","1,4,8","Inclusive"
"1861","EDUC-700","1,4,17","Inclusive"
"1862","EDUC-701","1,4,9,11","Inclusive"
"1863","EDUC-702","1,4,8,9,11,17","Inclusive"
"1864","EDUC-703","1,4,8,9,11,17","Inclusive"
"1865","EDUC-705","9","Inclusive"
"1866","EDUC-707","1,4,8,9,12,13","Focused"
"1867","EDUC-708","8,9,17","Inclusive"
"1868","EDUC-709","1,4,8,9,13","Focused"
"1869","EDUC-710","1,4,8,11","Inclusive"
"1870","EDUC-712","3,9,10","Inclusive"
"1871","EDUC-713","8,9,17","Inclusive"
"1872","EDUC-714","1,4,8","Inclusive"
"1873","EDUC-715","17","Inclusive"
"1874","EDUC-716","4,8,9","Inclusive"
"1875","EDUC-717","1,4,8,9,17","Inclusive"
"1876","EDUC-719","1,4,5,8,10,16","Inclusive"
"1877","EDUC-720","4,8","Inclusive"
"1878","EDUC-721","4,8","Inclusive"
"1879","EDUC-723","4,6,11,12","Inclusive"
"1880","EDUC-724","1,4","Inclusive"
"1881","EDUC-725","13,17","Focused"
"1882","EDUC-726","1,8,12,15,16","Inclusive"
"1883","EDUC-727","1,4,8,9,10","Inclusive"
"1884","EDUC-728","1,4,7,8,9,13,14","Focused"
"1885","EDUC-729","1,4,9,16","Inclusive"
"1886","EDUC-730","4,8,9,13","Focused"
"1887","EDUC-731","1,4,8,9,13,17","Inclusive"
"1888","EDUC-732","4,8,9,13,17","Inclusive"
"1889","EDUC-733","9,17","Inclusive"
"1890","EDUC-764A","8,9,10,17","Inclusive"
"1891","EDUC-764B","8,9,10,17","Inclusive"
"1892","EDUC-764C","8,9,10,17","Inclusive"
"1893","EDUC-764D","8,9,10,17","Inclusive"
"1894","EDUC-764Z","8,9,10,17","Inclusive"
"1895","EDUC-792","1,4,17","Inclusive"
"1896","EE-105","9","Inclusive"
"1897","EE-109","9","Inclusive"
"1898","EE-141","9","Inclusive"
"1899","EE-155","4,8,9","Inclusive"
"1900","EE-202","7,9","Inclusive"
"1901","EE-250","1,7,9","Inclusive"
"1902","EE-301","9","Inclusive"
"1903","EE-322","9","Inclusive"
"1904","EE-326","7,8,9,10","Inclusive"
"1905","EE-330","7,11,13","Focused"
"1906","EE-338","6,9","Inclusive"
"1907","EE-348","9","Inclusive"
"1908","EE-354","8,9,10,17","Inclusive"
"1909","EE-355","9","Inclusive"
"1910","EE-364","4,9","Inclusive"
"1911","EE-434","9,17","Inclusive"
"1912","EE-443","1,4,6,7,8,9,11,12,13,14,15","Focused"
"1913","EE-444","6,7,8,9,12,13,14,15,17","Inclusive"
"1914","EE-447","9,17","Inclusive"
"1915","EE-448","9","Inclusive"
"1916","EE-450","","NotRelated"
"1917","EE-451","4,9","Inclusive"
"1918","EE-454","9","Inclusive"
"1919","EE-457","2,9","Inclusive"
"1920","EE-459","2,9,17","Inclusive"
"1921","EE-467","1,9","Inclusive"
"1922","EE-470","6,9","Inclusive"
"1923","EE-471","9","Inclusive"
"1924","EE-475","9,17","Inclusive"
"1925","EE-477","7,9","Inclusive"
"1926","EE-479","9","Inclusive"
"1927","EE-482","1,8,9,10","Inclusive"
"1928","EE-483","9","Inclusive"
"1929","EE-500","7,9","Inclusive"
"1930","EE-503","8,9,10","Inclusive"
"1931","EE-504","9","Inclusive"
"1932","EE-506","1,2,6,7,9,12","Inclusive"
"1933","EE-507","9","Inclusive"
"1934","EE-508","9","Inclusive"
"1935","EE-510","9","Inclusive"
"1936","EE-511","9,17","Inclusive"
"1937","EE-512","8,9,10","Inclusive"
"1938","EE-516","9","Inclusive"
"1939","EE-517","","NotRelated"
"1940","EE-518","8,9,10","Inclusive"
"1941","EE-519","9","Inclusive"
"1942","EE-521","1,4,6,7,8,9,11,12","Inclusive"
"1943","EE-522","9","Inclusive"
"1944","EE-524","7,9,11","Inclusive"
"1945","EE-525","7,9","Inclusive"
"1946","EE-526","2,4,6,7,8,9,11,12,13","Focused"
"1947","EE-527","7,9","Inclusive"
"1948","EE-528","7,9","Inclusive"
"1949","EE-529","9","Inclusive"
"1950","EE-533","8,9,12,15","Focused"
"1951","EE-535","9","Inclusive"
"1952","EE-536A","1,8,9","Inclusive"
"1953","EE-536B","9,17","Inclusive"
"1954","EE-537","9,17","Inclusive"
"1955","EE-539","9","Inclusive"
"1956","EE-540","9","Inclusive"
"1957","EE-542","1,7,9,12","Inclusive"
"1958","EE-543A","9","Inclusive"
"1959","EE-544","9","Inclusive"
"1960","EE-546","9","Inclusive"
"1961","EE-549","7,8,9,12,13","Focused"
"1962","EE-550","9","Inclusive"
"1963","EE-552","9","Inclusive"
"1964","EE-555","8,9,11","Inclusive"
"1965","EE-556","9","Inclusive"
"1966","EE-557","2,9","Inclusive"
"1967","EE-558","9","Inclusive"
"1968","EE-559","","NotRelated"
"1969","EE-560","9,11","Inclusive"
"1970","EE-562","9","Inclusive"
"1971","EE-565","8,10,17","Inclusive"
"1972","EE-567","9","Inclusive"
"1973","EE-569","6,9,15","Focused"
"1974","EE-570A","9","Inclusive"
"1975","EE-576","9","Inclusive"
"1976","EE-577A","9,17","Inclusive"
"1977","EE-577B","7,9,17","Inclusive"
"1978","EE-580","4,7,9","Inclusive"
"1979","EE-582","7,9","Inclusive"
"1980","EE-585","9","Inclusive"
"1981","EE-588","12","Inclusive"
"1982","EE-590","9,17","Inclusive"
"1983","EE-591","9","Inclusive"
"1984","EE-593","9","Inclusive"
"1985","EE-597","9,11","Inclusive"
"1986","EE-598","8,9,10,17","Inclusive"
"1987","EE-635","2,9","Inclusive"
"1988","EE-637","9,12","Inclusive"
"1989","EE-658","3,9","Inclusive"
"1990","EE-660","9","Inclusive"
"1991","EE-681","4,9","Inclusive"
"1992","EE-690","9,17","Inclusive"
"1993","ENDO-521","3,6","Inclusive"
"1994","ENDO-701A","17","Inclusive"
"1995","ENDO-701B","17","Inclusive"
"1996","ENDO-701C","17","Inclusive"
"1997","ENDO-701D","17","Inclusive"
"1998","ENDO-702","9,11,17","Inclusive"
"1999","ENDO-703A","17","Inclusive"
"2000","ENDO-703B","17","Inclusive"
"2001","ENDO-703C","17","Inclusive"
"2002","ENDO-703D","17","Inclusive"
"2003","ENDO-704A","17","Inclusive"
"2004","ENDO-704B","17","Inclusive"
"2005","ENDO-705A","17","Inclusive"
"2006","ENDO-705B","17","Inclusive"
"2007","ENDO-710","8,17","Inclusive"
"2008","ENDO-711","12","Inclusive"
"2009","ENDO-761A","3,9","Inclusive"
"2010","ENDO-761B","3,9","Inclusive"
"2011","ENDO-761C","3,9","Inclusive"
"2012","ENDO-761D","3,9","Inclusive"
"2013","ENDO-761E","3,9","Inclusive"
"2014","ENDO-761F","3,9","Inclusive"
"2015","ENE-200","1,2,6,7,8,9,11,12,13,14,15","Focused"
"2016","ENE-426","1,3,6,8,10,12,13,14,15","Focused"
"2017","ENE-428","6,8,9,11,12,13,14,15","Focused"
"2018","ENE-502","2,6,7,8,9,12,13,14,15","Focused"
"2019","ENE-505","6,7,8,9,12,13,14,15,17","Inclusive"
"2020","ENE-510","6,8,9,11,12,13,14,15","Focused"
"2021","ENE-512","6,7,8,11,12,13,14,15","Focused"
"2022","ENE-527","2,4,6,7,8,9,12,13,14,15","Focused"
"2023","ENE-535","1,4,6,8,11,12,13,14","Focused"
"2024","ENE-562","6,9,12,14,15","Focused"
"2025","ENGL-105","8,9,10,17","Inclusive"
"2026","ENGL-172","7,8,9,10","Inclusive"
"2027","ENGL-174","3,4,11,17","Inclusive"
"2028","ENGL-176","8,10,11","Inclusive"
"2029","ENGL-230","1,4,17","Inclusive"
"2030","ENGL-261","","NotRelated"
"2031","ENGL-262","","NotRelated"
"2032","ENGL-263","","NotRelated"
"2033","ENGL-280","1,17","Inclusive"
"2034","ENGL-297","9,17","Inclusive"
"2035","ENGL-298","11","Inclusive"
"2036","ENGL-299","11","Inclusive"
"2037","ENGL-302","17","Inclusive"
"2038","ENGL-303","17","Inclusive"
"2039","ENGL-304","17","Inclusive"
"2040","ENGL-305","15,17","Focused"
"2041","ENGL-310","9","Inclusive"
"2042","ENGL-341","5,10","Inclusive"
"2043","ENGL-351","9","Inclusive"
"2044","ENGL-352","1,5,10,11,16,17","Inclusive"
"2045","ENGL-361","17","Inclusive"
"2046","ENGL-362","17","Inclusive"
"2047","ENGL-363","","NotRelated"
"2048","ENGL-371","","NotRelated"
"2049","ENGL-372","11","Inclusive"
"2050","ENGL-373","1,9,11","Inclusive"
"2051","ENGL-375","4,8,9,11,17","Inclusive"
"2052","ENGL-376","11","Inclusive"
"2053","ENGL-380","4,9,17","Inclusive"
"2054","ENGL-392","9,11","Inclusive"
"2055","ENGL-402","","NotRelated"
"2056","ENGL-405","17","Inclusive"
"2057","ENGL-406","17","Inclusive"
"2058","ENGL-407","9,17","Inclusive"
"2059","ENGL-421","","NotRelated"
"2060","ENGL-422","","NotRelated"
"2061","ENGL-423","","NotRelated"
"2062","ENGL-424","","NotRelated"
"2063","ENGL-426","9","Inclusive"
"2064","ENGL-430","11","Inclusive"
"2065","ENGL-440","","NotRelated"
"2066","ENGL-442","","NotRelated"
"2067","ENGL-444","10,11","Inclusive"
"2068","ENGL-445","5,10,11","Inclusive"
"2069","ENGL-447","5,8,9,10,17","Inclusive"
"2070","ENGL-461","6,15","Focused"
"2071","ENGL-466","9","Inclusive"
"2072","ENGL-491","11,17","Inclusive"
"2073","ENGL-492","8,9,17","Inclusive"
"2074","ENGL-501","4,11","Inclusive"
"2075","ENGL-510","5","Inclusive"
"2076","ENGL-520","1,5,11,16","Inclusive"
"2077","ENGL-530","6,11,15","Focused"
"2078","ENGL-550","5,10,16","Inclusive"
"2079","ENGL-580","1,4,10,11","Inclusive"
"2080","ENGL-590","9,17","Inclusive"
"2081","ENGL-591","1,2,11","Inclusive"
"2082","ENGL-593","8,9,17","Inclusive"
"2083","ENGL-601","17","Inclusive"
"2084","ENGL-602","11","Inclusive"
"2085","ENGL-630","1,5,10,11,16","Inclusive"
"2086","ENGL-660","4,9,11,12","Inclusive"
"2087","ENGL-694","9,17","Inclusive"
"2088","ENGL-695","17","Inclusive"
"2089","ENGL-696","9,17","Inclusive"
"2090","ENGL-697","9,17","Inclusive"
"2091","ENGL-698","17","Inclusive"
"2092","ENGL-700","8,9,10,12,15,17","Inclusive"
"2093","ENGR-100B","1,4,8,9","Inclusive"
"2094","ENGR-100C","1,4,8,9","Inclusive"
"2095","ENGR-100D","1,4,8,9","Inclusive"
"2096","ENGR-102","1,4,5,9,12,15,16","Inclusive"
"2097","ENGR-345","2,5,8,9,10,11,12,13,17","Inclusive"
"2098","ENGR-395A","1,2,4,8,10,12,15","Focused"
"2099","ENGR-395B","1,2,4,8,10,12,15","Focused"
"2100","ENGR-410","1,4,9,11,15","Focused"
"2101","ENGR-502","8,9,10,17","Inclusive"
"2102","ENGR-503","1,2,3,8,9,10","Inclusive"
"2103","ENGR-595B","9,17","Inclusive"
"2104","ENGR-597","9,17","Inclusive"
"2105","ENGR-598","17","Inclusive"
"2106","ENST-100","1,4,5,6,7,8,12,13,14,15","Focused"
"2107","ENST-150","1,5,6,7,8,9,10,12,13,14,15,16","Inclusive"
"2108","ENST-298A","1,6,12","Inclusive"
"2109","ENST-310","1,2,7,8,9,12,13,14,15,16","Inclusive"
"2110","ENST-320A","1,2,4,6,7,8,9,12,13,15","Focused"
"2111","ENST-320B","1,2,4,6,7,8,9,12,13,15","Focused"
"2112","ENST-335","1,2,3,4,8,12,15","Focused"
"2113","ENST-344","6,7,8,12,13,14,15","Focused"
"2114","ENST-370","1,2,6,7,8,11,12,13,14,15","Focused"
"2115","ENST-387","1,2,4,6,7,8,9,12,13,14,15","Focused"
"2116","ENST-492","1,4,6,7,8,9,12,13,14,15,17","Inclusive"
"2117","ENST-495","1,6,7,8,10,12,13,14,15,17","Inclusive"
"2118","ENST-500","1,6,7,8,9,12,13,14,15","Focused"
"2119","ENST-520","1,6,7,8,9,12,13,14,15","Focused"
"2120","ENST-530","4,6,7,8,9,12,13,14,15","Focused"
"2121","ENST-540","1,4,6,8,9,11,12,13,14,15,16","Inclusive"
"2122","ENST-590","9,17","Inclusive"
"2123","FBE-206","1,7,8,9,10","Inclusive"
"2124","FBE-324","1,8,9,10","Inclusive"
"2125","FBE-391","1,8,9,17","Inclusive"
"2126","FBE-400","1,8,9,10,17","Inclusive"
"2127","FBE-403","1,4,8,9,10,12,15,16","Inclusive"
"2128","FBE-421","8,9,10","Inclusive"
"2129","FBE-423","8,9,11,16","Inclusive"
"2130","FBE-427","1,2,6,7,8,9,11,12,13,14,15","Focused"
"2131","FBE-428","1,4,5,8,9,10,16","Inclusive"
"2132","FBE-429","8,9,12,15","Focused"
"2133","FBE-432","1,8,9,10","Inclusive"
"2134","FBE-435","1,8,9","Inclusive"
"2135","FBE-437","1,8,9,10","Inclusive"
"2136","FBE-440","1,8,9,11,13,16","Inclusive"
"2137","FBE-441","1,8,9,12,13","Focused"
"2138","FBE-443","1,8,9,10,17","Inclusive"
"2139","FBE-453A","1,8,9,17","Inclusive"
"2140","FBE-453B","8,9,17","Inclusive"
"2141","FBE-458","1,8,9,16","Inclusive"
"2142","FBE-459","1,2,8,10","Inclusive"
"2143","FBE-460","1,8,9,10","Inclusive"
"2144","FBE-462","1,7,8,9,10","Inclusive"
"2145","FBE-465","1,8","Inclusive"
"2146","FBE-466","8,9,12,15,17","Inclusive"
"2147","FBE-470","1,8,9,10,11,12","Inclusive"
"2148","FBE-489","1,8,9,10","Inclusive"
"2149","FBE-491","8,9,11","Inclusive"
"2150","FBE-501","8,9,10","Inclusive"
"2151","FBE-506A","8,9,10,17","Inclusive"
"2152","FBE-506B","8,9,17","Inclusive"
"2153","FBE-523","8,9,11,16","Inclusive"
"2154","FBE-524","1,4,8,10","Inclusive"
"2155","FBE-526","1,8,9,12,15","Focused"
"2156","FBE-527","1,8,9,10","Inclusive"
"2157","FBE-529","4,6,8,9,10,11,12","Inclusive"
"2158","FBE-531","1,8,9,10","Inclusive"
"2159","FBE-532","1,8,9,10","Inclusive"
"2160","FBE-535","1,8,9","Inclusive"
"2161","FBE-540","8,9","Inclusive"
"2162","FBE-543","8,9,10","Inclusive"
"2163","FBE-550","8,9,10","Inclusive"
"2164","FBE-553A","1,8,9,17","Inclusive"
"2165","FBE-553B","8,9","Inclusive"
"2166","FBE-554","1,8,9,11,13,16","Inclusive"
"2167","FBE-555","1,8,9,12,17","Inclusive"
"2168","FBE-557","1,4,8,9,10,12,16","Inclusive"
"2169","FBE-558","1,8,9,12,15","Focused"
"2170","FBE-559","2,8,9,10,12,13","Focused"
"2171","FBE-560","8,9","Inclusive"
"2172","FBE-565","1,2,8,9,10,11,12,15,17","Inclusive"
"2173","FBE-570","8,9","Inclusive"
"2174","FBE-572","8,9,10,17","Inclusive"
"2175","FBE-588","1,2,6,7,8,9,10,11,12,13,14,15","Focused"
"2176","FBE-589","1,8,10","Inclusive"
"2177","FBE-591","1,8,9","Inclusive"
"2178","FBE-630","8,9","Inclusive"
"2179","FBE-631A","8,9,10","Inclusive"
"2180","FBE-631B","1,8,9,17","Inclusive"
"2181","FBE-633","8,10","Inclusive"
"2182","FBE-670","8,9,17","Inclusive"
"2183","FIM-410","2,4,8,9","Inclusive"
"2184","FIM-481","2,9","Inclusive"
"2185","FIM-482","2,8,9,17","Inclusive"
"2186","FIM-485","2,8,9,10","Inclusive"
"2187","FIM-497","2,9","Inclusive"
"2188","FREN-012","4,17","Inclusive"
"2189","FREN-015","4,17","Inclusive"
"2190","FREN-020","4,8,9,10,17","Inclusive"
"2191","FREN-120","4","Inclusive"
"2192","FREN-150","","NotRelated"
"2193","FREN-220","11","Inclusive"
"2194","FREN-235","1,4,8,9,10,11","Inclusive"
"2195","FREN-250","4,17","Inclusive"
"2196","FREN-300","4","Inclusive"
"2197","FREN-305","5,8,10,13,17","Inclusive"
"2198","FREN-320","1,11,16","Inclusive"
"2199","FREN-330","9,17","Inclusive"
"2200","FREN-360","1,8,9","Inclusive"
"2201","FREN-370","1,5,10,16","Inclusive"
"2202","FREN-375","1,3,5,8,10,13,17","Inclusive"
"2203","FREN-403","17","Inclusive"
"2204","FREN-445","1,5,10,16","Inclusive"
"2205","FREN-448","5,11","Inclusive"
"2206","FREN-449","9,11,12","Inclusive"
"2207","FSEM-100","4,9,17","Inclusive"
"2208","GDEN-715","2,3,5","Inclusive"
"2209","GDEN-731","8,9,11,17","Inclusive"
"2210","GEOL-105","6,8,9,11,12,14,15,17","Inclusive"
"2211","GEOL-107","1,6,8,9,11,12,13,14,15","Focused"
"2212","GEOL-108","1,6,7,8,11,12,13,14,15","Focused"
"2213","GEOL-126","6,7,8,11,12,13,14,15","Focused"
"2214","GEOL-145","1,4,9","Inclusive"
"2215","GEOL-150","7,8,9,11,12,13,14,15,17","Inclusive"
"2216","GEOL-160","6,7,8,9,11,12,13,14,15","Focused"
"2217","GEOL-240","1,11,15","Focused"
"2218","GEOL-241","2,7,8,9,12,13","Focused"
"2219","GEOL-290","8,9,10","Inclusive"
"2220","GEOL-305","8,9,10","Inclusive"
"2221","GEOL-315","9,14","Focused"
"2222","GEOL-321","8,9","Inclusive"
"2223","GEOL-412","7,8,12,13,14,15,17","Inclusive"
"2224","GEOL-432","4,9,14","Focused"
"2225","GEOL-433","11","Inclusive"
"2226","GEOL-450","7,8,9,12,13,15","Focused"
"2227","GEOL-465","11,17","Inclusive"
"2228","GEOL-494","8,10,17","Inclusive"
"2229","GEOL-500","8,12,14,15","Focused"
"2230","GEOL-505","8,14,17","Inclusive"
"2231","GEOL-515","2,4,6,8,12,13,14,15","Focused"
"2232","GEOL-530","9","Inclusive"
"2233","GEOL-532","9,17","Inclusive"
"2234","GEOL-566","17","Inclusive"
"2235","GEOL-593","4,8,9,17","Inclusive"
"2236","GEOL-601","17","Inclusive"
"2237","GERM-020","8,9,10,17","Inclusive"
"2238","GERM-101","4,9","Inclusive"
"2239","GERM-102","11","Inclusive"
"2240","GERM-201","9,11","Inclusive"
"2241","GERM-360","11,17","Inclusive"
"2242","GERO-200","1,4,5,8,9,12,17","Inclusive"
"2243","GERO-310","3,8,9,17","Inclusive"
"2244","GERO-315","8","Inclusive"
"2245","GERO-320","5,8,9,13,17","Inclusive"
"2246","GERO-321","5,8,9,17","Inclusive"
"2247","GERO-330","1,5,8,9,11,17","Inclusive"
"2248","GERO-340","1,7,8,11,16","Inclusive"
"2249","GERO-350","4,6,8,9,11,12,17","Inclusive"
"2250","GERO-380","1,5,8,10","Inclusive"
"2251","GERO-411","2","Inclusive"
"2252","GERO-414","2,3","Inclusive"
"2253","GERO-415","","NotRelated"
"2254","GERO-416","1,5","Inclusive"
"2255","GERO-435","1,4,5,8,9,10,16","Inclusive"
"2256","GERO-437","1,9,17","Inclusive"
"2257","GERO-440","1,11,15","Focused"
"2258","GERO-475","1,9,12,15","Focused"
"2259","GERO-481","5,9","Inclusive"
"2260","GERO-483","1,4,8,11,13,16","Inclusive"
"2261","GERO-492","8,9,17","Inclusive"
"2262","GERO-493","1,3,9,11,15","Focused"
"2263","GERO-494","8","Inclusive"
"2264","GERO-495","1,9,17","Inclusive"
"2265","GERO-498","2,3","Inclusive"
"2266","GERO-500","1,8,10","Inclusive"
"2267","GERO-501","9","Inclusive"
"2268","GERO-502","9","Inclusive"
"2269","GERO-504","4,8,9,12,15","Focused"
"2270","GERO-505","1,4,5,8,9,11,12,15","Focused"
"2271","GERO-506","4,8,9","Inclusive"
"2272","GERO-507","1,4,8,10,11","Inclusive"
"2273","GERO-508","1","Inclusive"
"2274","GERO-509","1,5,11,14","Focused"
"2275","GERO-510","1,8,9,17","Inclusive"
"2276","GERO-511","2,8,9,13","Focused"
"2277","GERO-512","1,2","Inclusive"
"2278","GERO-513","1,2,12,17","Inclusive"
"2279","GERO-515","2,8,9,17","Inclusive"
"2280","GERO-517","2,4,9","Inclusive"
"2281","GERO-518","2,6,9,12,13,14","Focused"
"2282","GERO-519","4","Inclusive"
"2283","GERO-520","5,9,10,16,17","Inclusive"
"2284","GERO-522","1,5,10,12,15","Focused"
"2285","GERO-530","1,4,5","Inclusive"
"2286","GERO-540","1,8,9,16,17","Inclusive"
"2287","GERO-541","1,8,9,10,12","Inclusive"
"2288","GERO-543","1,4,8,9,11,16","Inclusive"
"2289","GERO-550","4,5,8,9,11,16","Inclusive"
"2290","GERO-555","1,8,10,15","Focused"
"2291","GERO-560","1,2","Inclusive"
"2292","GERO-585","1,9,10","Inclusive"
"2293","GERO-589","4,8,9,13","Focused"
"2294","GERO-590","9,17","Inclusive"
"2295","GERO-591","5,17","Inclusive"
"2296","GERO-593","9,17","Inclusive"
"2297","GERO-600","3,4,9,17","Inclusive"
"2298","GERO-601","2,3,9","Inclusive"
"2299","GERO-602A","8,10,17","Inclusive"
"2300","GERO-602B","8,10,17","Inclusive"
"2301","GERO-603","9,15,17","Inclusive"
"2302","GERO-610","1,8,9,10,11,16,17","Inclusive"
"2303","GERO-614","4,17","Inclusive"
"2304","GERO-616","9,17","Inclusive"
