"SECTION","SCHOOL","COURSE_CODE.","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE.................","...............................................................................................................................................................................................................................................................................","MODE","Link....PUBLISH.","START_TIME","END_TIME","DAYS..","TOTAL_ENR","MODALITY....ASSIGNED_ROOM","TOTAL_ENR.1","DEPT.OWNER.NAME....................................................................................","CAMPUS","SEATS","Beg.Date..","End.Date..","DEPARTMENT........................................","........................."
"22430","DANC","DANC-188A",1,2,2,"International Style Ballroom","Dance","C","N       Y","16:00","17:50","H",23,"KDC107",23,"Glorya Kaufman School of Dance","UPC",40,"1/13/2020","5/1/2020","Dance",NA
"22435","DANC","DANC-188B",1,2,2,"International Style Ballroom","Dance","C","Y","18:00","19:20","TH",20,"KDC107",20,"Glorya Kaufman School of Dance","UPC",40,"1/13/2020","5/1/2020","Dance",NA
"22445","DANC","DANC-189B",1,2,2,"Tap Dance","","C","Y","10:30","11:50","TH",11,"KDC106",11,"Glorya Kaufman School of Dance","UPC",35,"1/13/2020","5/1/2020","Dance",NA
"22472","DANC","DANC-200",1,3,3,"Dance Technique for Musical T","heatre","C","Y       Y","9:00 10:30","10:20 11:50","TH MW",14,"KDC104 KDC104",14,"Glorya Kaufman School of Dance","UPC",14,"1/13/2020","5/1/2020","Dance","NA"
"22471","DANC","DANC-200",1,0,0,"Dance Technique for Musical T","heatre","L","Y","9:00","11:50","F",14,"KDC241",14,"Glorya Kaufman School of Dance","UPC",14,"1/13/2020","5/1/2020","Dance",NA
"22448","DANC","DANC-210",1,3,3,"Dance Technique II","","C","Y","9:00","11:50","MTWHF",23,"TBA",23,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance",NA
"22458","DANC","DANC-210",1,3,3,"Dance Technique II","","C","N","TBA","TBA","",0,"OFFICE",0,"Glorya Kaufman School of Dance","UPC",14,"1/13/2020","5/1/2020","Dance",NA
"22470","DANC","DANC-218",1,2,2,"Introduction to Dance for the","Camera: New Media and Editing","C","Y","14:00","15:20","TH",23,"KDC236",23,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance",NA
"22476","DANC","DANC-220",1,2,2,"Repertory and Performance II","","C","Y","14:00","16:50","MWF",22,"KDC104",22,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance",NA
"22477","DANC","DANC-220",1,0,0,"Repertory and Performance II","","L","Y","17:30 10:00","20:30 16:00","F S",22,"KDC104 KDC104",22,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance","NA"
"22478","DANC","DANC-231",1,2,2,"Improvisation and Composition","IV: Intermediate","C","Y","15:30","16:50","TH",23,"KDC102",23,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance",NA
"22481","DANC","DANC-280",1,4,4,"Introduction to Dance as an A","rt Form","C","N","9:00","9:50","MWF",0,"",0,"Glorya Kaufman School of Dance","",60,"1/13/2020","5/1/2020","Dance",NA
"22480","DANC","DANC-280",1,4,4,"Introduction to Dance as an A","rt Form","C","Y","10:00","11:40","MW",20,"KDC235",20,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22479","DANC","DANC-280",1,4,4,"Introduction to Dance as an A","rt Form","C","Y","10:00","11:40","TH",51,"KDC235",51,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22493","DANC","DANC-310",1,3,3,"Dance Technique III","","C","Y","9:00 10:30","11:50 13:20","MW THF",5,"TBA TBA",5,"Glorya Kaufman School of Dance","UPC",22,"1/13/2020","5/1/2020","Dance","NA"
"22495","DANC","DANC-310",1,3,3,"Dance Technique III","","C","Y","10:30","13:20","MTWHF",2,"TBA",2,"Glorya Kaufman School of Dance","UPC",22,"1/13/2020","5/1/2020","Dance",NA
"22494","DANC","DANC-310",1,3,3,"Dance Technique III","","C","Y","9:00 10:30 10:30","11:50 13:20 11:50","MW TH F",15,"TBA TBA TBA",15,"Glorya Kaufman School of Dance","UPC",22,"1/13/2020","5/1/2020","Dance","NA NA"
"22502","DANC","DANC-312",1,4,4,"African American Dance","","C","Y","14:00","15:40","TH",44,"KDC235",44,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22507","DANC","DANC-320",1,2,2,"Repertory and Performance III","","C","Y","14:00","16:50","MWF",18,"KDC105",18,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance",NA
"22508","DANC","DANC-320",1,0,0,"Repertory and Performance III","","L","Y","17:30 10:00","20:30 16:00","F S",18,"KDC105 KDC105",18,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance","NA"
"22513","DANC","DANC-333",1,4,4,"Origins of Jazz Dance","","C","Y","16:00","17:40","MW",32,"KDC235",32,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22517","DANC","DANC-342",1,4,4,"International and Historical","Perspectives on Dance","C","Y","12:00","13:40","TH",29,"KDC235",29,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22519","DANC","DANC-345",1,2,2,"Artist in Residence","","C","Y","TBA","TBA","",0,"OFFICE",0,"Glorya Kaufman School of Dance","UPC",10,"1/13/2020","5/1/2020","Dance",NA
"22525","DANC","DANC-350",1,2,2,"Advanced Composition","","C","Y","9:00","10:20","TH",8,"KDC104",8,"Glorya Kaufman School of Dance","UPC",25,"1/13/2020","5/1/2020","Dance",NA
"22520","DANC","DANC-355",1,1,1,"Performance Lab","","C","Y","17:30 17:30","18:50 18:50","T T",23,"KDC104 KDC105",23,"Glorya Kaufman School of Dance","UPC",25,"1/13/2020","5/1/2020","Dance","NA"
"22539","DANC","DANC-362",1,2,2,"Pilates Mat Training","","C","Y","9:00","10:20","MW",28,"KDC106",28,"Glorya Kaufman School of Dance","UPC",40,"1/13/2020","5/1/2020","Dance",NA
"22533","DANC","DANC-362",1,2,2,"Pilates Mat Training","","C","Y","9:00","10:20","TH",39,"KDC106",39,"Glorya Kaufman School of Dance","UPC",40,"1/13/2020","5/1/2020","Dance",NA
"22535","DANC","DANC-363",1,4,4,"Dancing on the Screen","","C","Y","14:00","15:40","MW",38,"KDC240",38,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22538","DANC","DANC-399",268,2,2,"Maymester: Dance Capitals of","the World","C","Y","TBA TBA","TBA TBA","MTWHF MTWHF",16,"TBA TBA",16,"Glorya Kaufman School of Dance","UPC",20,"5/18/2020","6/5/2020","Dance","NA"
"22541","DANC","DANC-410",1,3,3,"Dance Technique IV","","C","Y","10:30","13:20","MTWHF",9,"TBA",9,"Glorya Kaufman School of Dance","UPC",15,"1/13/2020","5/1/2020","Dance",NA
"22542","DANC","DANC-410",1,3,3,"Dance Technique IV","","C","Y","9:00 10:30","11:50 13:20","MW THF",6,"TBA TBA",6,"Glorya Kaufman School of Dance","UPC",15,"1/13/2020","5/1/2020","Dance","NA"
"22545","DANC","DANC-420",1,2,2,"Repertory and Performance IV","","C","Y","14:00","16:50","MWF",14,"KDC102",14,"Glorya Kaufman School of Dance","UPC",15,"1/13/2020","5/1/2020","Dance",NA
"22546","DANC","DANC-420",1,0,0,"Repertory and Performance IV","","L","Y","17:30 10:00","20:30 16:00","F S",14,"KDC102 KDC102",14,"Glorya Kaufman School of Dance","UPC",15,"1/13/2020","5/1/2020","Dance","NA"
"22564","DANC","DANC-470",1,2,2,"Dance Leadership","","C","Y","14:00","15:50","T",23,"KDC241",23,"Glorya Kaufman School of Dance","UPC",23,"1/13/2020","5/1/2020","Dance",NA
"22572","DANC","DANC-485",1,1,1,"Advanced Performance Studies:","Senior Project","C","Y","17:00","18:20","W",15,"KDC240",15,"Glorya Kaufman School of Dance","UPC",15,"1/13/2020","5/1/2020","Dance",NA
"22582","DANC","DANC-490",1,1,12,"Directed Research","","C","Y","TBA","TBA","",9,"OFFICE",9,"Glorya Kaufman School of Dance","UPC",15,"1/13/2020","5/1/2020","Dance",NA
"22583","DANC","DANC-495",1,1,16,"Dance Internship","","C","N       Y","TBA","TBA","",0,"OFFICE",0,"Glorya Kaufman School of Dance","UPC",5,"1/13/2020","5/1/2020","Dance",NA
"22585","DANC","DANC-499",1,1,1,"Special Topics","","C","Y","18:00","19:20","H",6,"KDC240",6,"Glorya Kaufman School of Dance","UPC",60,"1/13/2020","5/1/2020","Dance",NA
"22584","DANC","DANC-499",1,1,1,"Special Topics","","C","Y","17:00","18:20","M",10,"KDC240",10,"Glorya Kaufman School of Dance","UPC",20,"1/13/2020","5/1/2020","Dance",NA
"22605","DENT","ADNT-703A",9,2,2,"Seminar: Combined Treatment P","lanning","C","Y","TBA","TBA","",5,"OFFICE",5,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22608","DENT","ADNT-703B",369,2,2,"Seminar: Combined Treatment P","lanning","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22606","DENT","ADNT-703D",10,2,2,"Seminar: Combined Treatment P","lanning","C","Y","TBA","TBA","",6,"OFFICE",6,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22609","DENT","ADNT-703E",370,2,2,"Seminar: Combined Treatment P","lanning","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22607","DENT","ADNT-703H",30,2,2,"Seminar: Combined Treatment P","lanning","C","Y","TBA","TBA","",6,"OFFICE",6,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22611","DENT","ADNT-703I",394,2,2,"Seminar: Combined Treatment P","lanning","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",15,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22613","DENT","ADNT-704C",23,1,1,"Oral Biology","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22602","DENT","ADNT-706",27,2,2,"Seminar: Diseases of Childhoo","d","C","Y","TBA","TBA","",10,"OFFICE",10,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22603","DENT","ADNT-707",27,2,2,"Behavior of the Child Patient","","C","Y","TBA","TBA","",10,"OFFICE",10,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22600","DENT","ADNT-710",715,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22604","DENT","ADNT-710",27,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",15,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22601","DENT","ADNT-710",318,5,5,"Internship: Dental Education","","C","Y","TBA","TBA","",5,"OFFICE",5,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22615","DENT","ADNT-710",368,2,2,"Internship: Dental Education","","C","Y","TBA","TBA","",6,"OFFICE",6,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22612","DENT","ADNT-710",990,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",20,"OFFICE",20,"Ostrow School of Dentistry","UPC",30,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22610","DENT","ADNT-710",370,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22618","DENT","ADNT-710",27,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",10,"OFFICE",10,"Ostrow School of Dentistry","UPC",15,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22614","DENT","ADNT-710",23,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22617","DENT","ADNT-710",324,0,0,"Internship: Dental Education","","C","Y","TBA","TBA","",6,"OFFICE",6,"Ostrow School of Dentistry","UPC",15,"1/6/2020","4/10/2020","Advanced Dental Education Conjoint Program",NA
"22652","DENT","AMED-524",7,2,2,"Pain and Anxiety Control","","C","Y","TBA","TBA","",21,"OFFICE",21,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Anesthesia And Medicine","NA NA"
"24635","DENT","BITE-585",763,3,3,"Biomaterial and Protocols","","C","Y","TBA","TBA","",9,"OFFICE",9,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Biomedical Implants and Tissue Engineering",NA
"12407","DENT","BKN-600",46,2,4,"Sports Science Internship","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","HSC",12,"1/13/2020","5/1/2020","Biokinesiology",NA
"12404","DENT","BKN-610",46,2,2,"Technology in Sport: Field As","sessment of Athlete Performance","CL","Y","13:00","15:00","H",8,"CHP221",8,"Ostrow School of Dentistry","HSC",15,"1/13/2020","5/1/2020","Biokinesiology",NA
"24613","DENT","BMDD-594A",975,2,2,"Masters Thesis","","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Biomaterials and Digital Dentistry",NA
"22301","DENT","CBY-574",862,3,3,"Statistical Methods in Bioexp","erimentation","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22303","DENT","CBY-576",862,3,3,"Biochemical Aspects of Period","ontal Disease","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22317","DENT","CBY-582",862,3,3,"Laboratory Methods","","CL","Y","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",25,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22320","DENT","CBY-590",862,1,12,"Directed Research","","C","Y","TBA","TBA","",15,"OFFICE",15,"Ostrow School of Dentistry","UPC",40,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22321","DENT","CBY-594A",862,2,2,"Master's Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22322","DENT","CBY-594B",862,2,2,"Master's Thesis","","C","Y","TBA","TBA","",9,"OFFICE",9,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22323","DENT","CBY-594Z",862,0,0,"Master's Thesis","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22308","DENT","CBY-671",862,2,2,"Epistemology and Ethos of Bio","science","C","Y","TBA","TBA","",2,"OFFICE",2,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22324","DENT","CBY-790",862,1,12,"Research","","C","Y","TBA","TBA","",11,"OFFICE",11,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22325","DENT","CBY-794A",862,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22326","DENT","CBY-794B",862,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22328","DENT","CBY-794D",862,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"22329","DENT","CBY-794Z",862,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",4,"OFFICE",4,"Ostrow School of Dentistry","UPC",30,"1/13/2020","5/1/2020","Craniofacial Biology",NA
"24678","DENT","COH-593A",848,2,2,"Capstone Project","","C","Y","TBA","TBA","",2,"ONLINE",2,"Ostrow School of Dentistry","OFC",6,"1/13/2020","5/1/2020","Community Oral Health",NA
"24671","DENT","COH-702",848,2,2,"Social and Behavioral Science","s","C","Y","TBA","TBA","",5,"ONLINE",5,"Ostrow School of Dentistry","OFC",10,"1/13/2020","5/1/2020","Community Oral Health",NA
"24661","DENT","COH-702",100,2,2,"Social and Behavioral Science","s","C","Y","TBA","TBA","",1,"ONLINE",1,"Ostrow School of Dentistry","OFC",10,"1/13/2020","5/1/2020","Community Oral Health",NA
"24662","DENT","COH-702",848,2,2,"Social and Behavioral Science","s","C","Y","TBA","TBA","",1,"ONLINE",1,"Ostrow School of Dentistry","OFC",2,"1/13/2020","5/1/2020","Community Oral Health",NA
"24660","DENT","COH-704",100,3,3,"Environmental Health Sciences","","C","Y","TBA","TBA","",0,"ONLINE",0,"Ostrow School of Dentistry","OFC",12,"1/13/2020","5/1/2020","Community Oral Health",NA
"24675","DENT","COH-704",848,3,3,"Environmental Health Sciences","","C","Y","TBA","TBA","",0,"ONLINE",0,"Ostrow School of Dentistry","OFC",12,"1/13/2020","5/1/2020","Community Oral Health",NA
"24673","DENT","COH-705",848,2,2,"Research and Biostatistics in","Healthcare","C","Y","TBA","TBA","",5,"ONLINE",5,"Ostrow School of Dentistry","OFC",10,"1/13/2020","5/1/2020","Community Oral Health",NA
"24658","DENT","COH-705",100,2,2,"Research and Biostatistics in","Healthcare","C","Y","TBA","TBA","",1,"ONLINE",1,"Ostrow School of Dentistry","OFC",10,"1/13/2020","5/1/2020","Community Oral Health",NA
"24677","DENT","COH-712",848,0.5,0.5,"Practicum 2","","C","Y","TBA","TBA","",2,"ONLINE",2,"Ostrow School of Dentistry","OFC",6,"1/13/2020","5/1/2020","Community Oral Health",NA
"24679","DENT","COH-713",848,1,1,"Health Education and Promotio","n","C","Y","TBA","TBA","",4,"ONLINE",4,"Ostrow School of Dentistry","OFC",6,"1/13/2020","5/1/2020","Community Oral Health",NA
"24663","DENT","COH-713",848,1,1,"Health Education and Promotio","n","C","Y","TBA","TBA","",0,"ONLINE",0,"Ostrow School of Dentistry","OFC",1,"1/13/2020","5/1/2020","Community Oral Health",NA
"24664","DENT","COH-716",848,1,1,"Healthcare Communication Tech","nology","C","Y","TBA","TBA","",0,"ONLINE",0,"Ostrow School of Dentistry","OFC",1,"1/13/2020","5/1/2020","Community Oral Health",NA
"24681","DENT","COH-716",848,1,1,"Healthcare Communication Tech","nology","C","Y","TBA","TBA","",3,"ONLINE",3,"Ostrow School of Dentistry","OFC",12,"1/13/2020","5/1/2020","Community Oral Health",NA
"22931","DENT","DENT-221",1,1,1,"Introduction to Dentistry","","C","Y","17:00","19:00","M",24,"DEN C",24,"Ostrow School of Dentistry","UPC",100,"1/13/2020","5/1/2020","Dentistry",NA
"22932","DENT","DENT-412",1,3,3,"Fundamentals of Craniofacial","and Dental Technology","C","Y","14:00","16:50","T",11,"TBA",11,"Ostrow School of Dentistry","UPC",35,"1/13/2020","5/1/2020","Dentistry",NA
"22912","DENT","DENT-695",29,2,2,"Clinic Completion","","C","Y","TBA","TBA","",134,"OFFICE",134,"Ostrow School of Dentistry","UPC",175,"5/18/2020","6/12/2020","Dentistry",NA
"22904","DENT","DENT-695",367,1,1,"Clinic Completion","","C","Y","TBA","TBA","",1,"OFFICE",1,"Ostrow School of Dentistry","UPC",2,"1/6/2020","4/10/2020","Dentistry",NA
"22900","DENT","DENT-700",9,15,15,"First Year Advanced Dentistry","","C","N","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Dentistry",NA
"22901","DENT","DENT-800",10,15,15,"Second Year Advanced Dentistr","y","C","N","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Dentistry",NA
"22903","DENT","DENT-850",30,15,15,"Advanced Dentistry Third Year","","C","N","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Dentistry",NA
"22902","DENT","DENT-850",23,15,15,"Advanced Dentistry Third Year","","C","Y","TBA","TBA","",9,"",9,"Ostrow School of Dentistry","UPC",20,"1/6/2020","4/10/2020","Dentistry",NA
"22909","DENT","DENT-999",32,15,15,"Special Session Dentistry","","C","N","TBA","TBA","",0,"OFFICE",0,"Ostrow School of Dentistry","UPC",20,"1/6/2020","4/10/2020","Dentistry",NA
"23006","DENT","DHYG-311B",7,3,3,"Fundamentals of Clinical Dent","al Hygiene Practice","C","Y","TBA","TBA","",20,"OFFICE",20,"Ostrow School of Dentistry","UPC",60,"1/6/2020","4/10/2020","Dental Hygiene","NA NA"
"23007","DENT","DHYG-320",7,2,2,"Preventive Dental Therapy","","C","Y","TBA","TBA","",20,"OFFICE",20,"Ostrow School of Dentistry","UPC",60,"1/6/2020","4/10/2020","Dental Hygiene","NA NA"
"23000","DENT","DHYG-410C",43,6,6,"Clinic: Dental Hygiene","","C","Y","TBA","TBA","",28,"OFFICE",28,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Dental Hygiene","NA NA"
"23001","DENT","DHYG-414B",43,2,2,"Advanced Dental Hygiene","","C","Y","TBA","TBA","",28,"OFFICE",28,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Dental Hygiene","NA NA"
"23003","DENT","DHYG-422",43,1,1,"Essentials of Dental Hygiene","Practice","C","Y","TBA","TBA","",28,"OFFICE",28,"Ostrow School of Dentistry","UPC",50,"1/6/2020","4/10/2020","Dental Hygiene","NA NA"
"23048","DENT","DHYG-516B",43,2,2,"Community Oral Health","","C","Y","TBA","TBA","",28,"OFFICE",28,"Ostrow School of Dentistry","UPC",60,"1/6/2020","4/10/2020","Dental Hygiene","NA NA"
"23050","DENT","DIAG-415",7,1,1,"Radiographic Techniques","","C","Y","TBA","TBA","",20,"OFFICE",20,"Ostrow School of Dentistry","UPC",60,"1/6/2020","4/10/2020","Oral Diagnosis And Radiology","NA NA"
"23102","DENT","DMAT-701",637,2,2,"Advanced Biomaterials","","C","Y","TBA","TBA","",10,"OFFICE",10,"Ostrow School of Dentistry","UPC",15,"1/6/2020","4/10/2020","Dental Materials",NA
"23108","DENT","DMAT-701",9,2,2,"Advanced Biomaterials","","C","Y","TBA","TBA","",5,"OFFICE",5,"Ostrow School of Dentistry","UPC",10,"1/6/2020","4/10/2020","Dental Materials",NA
"23103","DENT","DMAT-701",11,2,2,"Advanced Biomaterials","","C","Y","TBA","TBA","",8,"OFFICE",8,"Ostrow School of Dentistry","UPC",15,"1/6/2020","4/10/2020","Dental Materials",NA
