"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"29169","ENGR","ASTE-553","34","3","3","Systems for Remote Sensing from Space","C","","N","18:40","21:20","H","0","","","DEN@Viterbi","0","The operations and applications of instruments which produce images of ground scene or probe the atmosphere from space. Graduate standing in engineering or physics.","ASTE","20233"
"29140","ENGR","ASTE-554","48","3","3","SpacecraftSensors","C","","Y","18:40","21:20","H","0","","Abid, Mohamed","RTH109","0","Spacecraft sensors from concepts and design to building, testing, interfacing, integrating, and operations.Optical and infrared sensors, radiometers, radars, phased arrays, signal processing, noise reduction.Graduate standing in engineering or science. Recommended preparation: ASTE 520.","ASTE","20233"
"29170","ENGR","ASTE-554","34","3","3","SpacecraftSensors","C","","Y","18:40","21:20","H","0","A","Abid, Mohamed","DEN@Viterbi","0","Spacecraft sensors from concepts and design to building, testing, interfacing, integrating, and operations.Optical and infrared sensors, radiometers, radars, phased arrays, signal processing, noise reduction.Graduate standing in engineering or science. Recommended preparation: ASTE 520.","ASTE","20233"
"29171","ENGR","ASTE-556","34","3","3","Spacecraft Structural Dynamics","C","","N","18:40","21:20","W","0","","Alvarez-Salazar, Oscar, Salvador","DEN@Viterbi","0","Applied analytical methods (vibrations of single and multi degree of freedom systems, finite element modeling, spacecraft applications); requirements definition process; analytical cycles; and design verfication.Graduate standing in engineering or science.","ASTE","20233"
"29141","ENGR","ASTE-556","48","3","3","Spacecraft Structural Dynamics","C","","N","18:40","21:20","W","0","","Alvarez-Salazar, Oscar, Salvador","OHE120","0","Applied analytical methods (vibrations of single and multi degree of freedom systems, finite element modeling, spacecraft applications); requirements definition process; analytical cycles; and design verfication.Graduate standing in engineering or science.","ASTE","20233"
"29142","ENGR","ASTE-557","48","3","3","Spacecraft Structural Strength and Materials","C","","N","18:40","21:20","M","0","","Williams, Robert","SCT1501M","0","Spacecraft structural strength analysis and design concepts overview; spacecraft material selection; analysis of composite materials; finite element method; spacecraft configuration; structural testing; bolted joint design.","ASTE","20233"
"29172","ENGR","ASTE-557","34","3","3","Spacecraft Structural Strength and Materials","C","","Y","18:40","21:20","M","0","A","Williams, Robert","DEN@Viterbi","0","Spacecraft structural strength analysis and design concepts overview; spacecraft material selection; analysis of composite materials; finite element method; spacecraft configuration; structural testing; bolted joint design.","ASTE","20233"
"28499","ENGR","ASTE-561","34","3","3","Human Factors of Spacecraft Operations","C","","Y","12:00","14:40","F","0","","Reisman, Garrett, Erin","DEN@Viterbi","0","Engineering fundamentals and experimental methods of human factors design and evaluation for spacecraft which incorporate human-in-the-loop control.","ASTE","20233"
"28498","ENGR","ASTE-561","48","3","3","Human Factors of Spacecraft Operations","C","","Y","12:00","14:40","F","0","","Reisman, Garrett, Erin","OHE100B","0","Engineering fundamentals and experimental methods of human factors design and evaluation for spacecraft which incorporate human-in-the-loop control.","ASTE","20233"
"32511","ENGR","ASTE-566","34","3","3","Ground Communications for Satellite Operations","C","","Y","12:00","13:20","TH","0","","Barnhart, David","DEN@Viterbi","0","Theory, practice, architecture, operations of ground satellite communications with satellites. Practical implementation of satellite communications system and reception and analysis of satellite transmitted signals.","ASTE","20233"
"29116","ENGR","ASTE-566","48","3","3","Ground Communications for Satellite Operations","CL","","Y","12:00","13:20","TH","0","","Barnhart, David","","0","Theory, practice, architecture, operations of ground satellite communications with satellites. Practical implementation of satellite communications system and reception and analysis of satellite transmitted signals.","ASTE","20233"
"32512","ENGR","ASTE-566","34","0","0","Ground Communications for Satellite Operations","L","","Y","TBA","TBA","TH","0","","Barnhart, David","TBA","0","Theory, practice, architecture, operations of ground satellite communications with satellites. Practical implementation of satellite communications system and reception and analysis of satellite transmitted signals.","ASTE","20233"
"28491","ENGR","ASTE-571","34","3","3","Solid Rocket Propulsion","C","","N","19:00","21:40","H","0","","","DEN@Viterbi","0","Fundamental concepts, implementation and applications of solid rocket propulsion. Propellants, performance, ballistics, structures and systems used for space launch vehicles, sounding rockets and rocket motors.","ASTE","20233"
"28490","ENGR","ASTE-571","48","3","3","Solid Rocket Propulsion","C","","N","19:00","21:40","H","0","","","RTH105","0","Fundamental concepts, implementation and applications of solid rocket propulsion. Propellants, performance, ballistics, structures and systems used for space launch vehicles, sounding rockets and rocket motors.","ASTE","20233"
"28483","ENGR","ASTE-577","34","3","3","Entry and Landing Systems for Planetary Surface Exploration","C","","Y","18:40","21:20","M","0","","Sengupta, Anita","DEN@Viterbi","0","Multi-disciplinary engineering theory, simulation techniques, and unique technologies for landing robotic and human space vehicles on the surface of planets and moons.","ASTE","20233"
"28482","ENGR","ASTE-577","48","3","3","Entry and Landing Systems for Planetary Surface Exploration","C","","Y","18:40","21:20","M","0","","Sengupta, Anita","OHE100B","0","Multi-disciplinary engineering theory, simulation techniques, and unique technologies for landing robotic and human space vehicles on the surface of planets and moons.","ASTE","20233"
"29175","ENGR","ASTE-580","34","3","3","Orbital Mechanics I","C","","Y","18:40","21:20","W","0","","Park, Ryan","DEN@Viterbi","0","Physical principles; two-body and central force motion; trajectory correction maneuvers; position and velocity in conic orbits; Lambert's problem; celestial mechanics; orbital perturbations.","ASTE","20233"
"29145","ENGR","ASTE-580","48","3","3","Orbital Mechanics I","C","","Y","18:40","21:20","W","0","","Park, Ryan","OHE100B","0","Physical principles; two-body and central force motion; trajectory correction maneuvers; position and velocity in conic orbits; Lambert's problem; celestial mechanics; orbital perturbations.","ASTE","20233"
"29177","ENGR","ASTE-583","34","3","3","Space Navigation: Principles and Practice","C","","Y","18:40","21:20","W","0","A","Hintz, Gerald","DEN@Viterbi","0","Statistical orbit determination: (weighted) least squares, batch and sequential (Kalman) processing, illustrative examples; online ephemeris generation: potentially hazardous asteroids, comets, satellites; launch: vehicles, payloads, staging.Graduate standing in engineering or science. Recommended preparation: ASTE 580","ASTE","20233"
"29147","ENGR","ASTE-583","48","3","3","Space Navigation: Principles and Practice","C","","Y","18:40","21:20","W","0","","Hintz, Gerald","OHE120","0","Statistical orbit determination: (weighted) least squares, batch and sequential (Kalman) processing, illustrative examples; online ephemeris generation: potentially hazardous asteroids, comets, satellites; launch: vehicles, payloads, staging.Graduate standing in engineering or science. Recommended preparation: ASTE 580","ASTE","20233"
"29148","ENGR","ASTE-584","48","3","3","Spacecraft Power Systems","C","","N","18:40","21:20","W","0","","","","0","Introduction to solar arrays, batteries, nuclear power sources, mechanical energy storage.Application, theory of operation, practical considerations.Subsystem topologies and performance. Design optimization techniques.Graduate standing in engineering or science.","ASTE","20233"
"29178","ENGR","ASTE-584","34","3","3","Spacecraft Power Systems","C","","N","18:40","21:20","W","0","","","DEN@Viterbi","0","Introduction to solar arrays, batteries, nuclear power sources, mechanical energy storage.Application, theory of operation, practical considerations.Subsystem topologies and performance. Design optimization techniques.Graduate standing in engineering or science.","ASTE","20233"
"29187","ENGR","ASTE-589","34","3","3","Solar System Navigation","C","","N","18:40","21:20","W","0","","","DEN@Viterbi","0","Free-return trajectories for exploration of the moon, optimization and control of interplanetary trajectories, and mission design using the Interplanetary Superhighway.","ASTE","20233"
"29186","ENGR","ASTE-589","48","3","3","Solar System Navigation","C","","N","18:40","21:20","W","0","","","OHE136","0","Free-return trajectories for exploration of the moon, optimization and control of interplanetary trajectories, and mission design using the Interplanetary Superhighway.","ASTE","20233"
"29180","ENGR","ASTE-590","48","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree.Maximum units which may be applied to the degree to be determined by the division.Graded CR/NC.","ASTE","20233"
"29181","ENGR","ASTE-594A","48","2","2","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of thesis.Graded IP/CR/NC.","ASTE","20233"
"29182","ENGR","ASTE-594B","48","2","2","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of thesis.Graded IP/CR/NC.","ASTE","20233"
