"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"BISC-461","Seminar in Molecular and Computational Biology","F18",13056,"Seminar in Molecular and Computational Biology - Topical seminar in molecular and computational biology. Junior, senior or graduate standing.","BISC",2,"AY19"
"BISC-462","Seminar in Neurobiology","F18",13040,"Seminar in Neurobiology - Topical seminar in neurobiology.","BISC",1,"AY19"
"BISC-473","Biological Oceanography","F18",13551,"Biological Oceanography - Biological, physical, chemical dynamics and analysis of the ocean; primary production of phytoplankton, secondary production by zooplankton, bacterial remineralization; physiology, ecology of fishes, marine mammals.","BISC",3,"AY19"
"BISC-481","Structural Bioinformatics: From Atoms to Cells","F18",13481,"Structural Bioinformatics: From Atoms to Cells - Introduction to computational and experimental methods for structural bioinformatics. Analysis of macro molecules and their complexes.","BISC",2,"AY19"
"BISC-486","Regenerative Medicine: Principles, Paradigms and Practice","F18",13487,"Regenerative Medicine: Principles, Paradigms and Practice - Examination of molecular and cellular processes that generate, maintain and repair body systems. Special emphasis on stem cell biology with clinical applications to regenerative medicine.","BISC",1,"AY19"
"BISC-493","Honors Seminar","F18",13493,"Honors Seminar - Not available for graduate credit.;","BISC",1,"AY19"
"BISC-502A","Molecular Genetics and Biochemistry","F18",13499,"Molecular Genetics and Biochemistry - Current genetic and biochemical analysis of replication, recombination, mutagenesis, and repair. Fundamentals of transcription and regulation of gene expression. Recent applications of genetic engineering and genome analysis.","BISC",3,"AY19"
"BISC-504","Laboratory Techniques in Cellular and Molecular Biology","F18",13504,"Laboratory Techniques in Cellular and Molecular Biology - Rotation of graduate students through molecular biology research laboratories to learn the major technological skills required in the field. Graded CR/NC.;","BISC",1,"AY19"
"BISC-529","Seminar in Marine Biology","F18",13529,"Seminar in Marine Biology - ","BISC",1,"AY19"
"BISC-532","Advanced Seminar in Molecular and Microbial Ecology","F18",13532,"Advanced Seminar in Molecular and Microbial Ecology - Microorganisms dominate biological processes in the ocean. These;species pose significant problems for estimating species;diversity, abundance and activity. Examination of modern;molecular biological approaches for analyzing aquatic microbial;communities and their ecological roles.","BISC",1,"AY19"
"BISC-542","Seminar in Molecular Biology","F18",13542,"Seminar in Molecular Biology - ","BISC",2,"AY19"
"BISC-544","Advanced Reading in Molecular Biology","F18",13506,"Advanced Reading in Molecular Biology - Advanced training for molecular biology graduate students in reading primary journal articles. Emphasis on critical analyses of primary scientific literature.","BISC",2,"AY19"
"BISC-582","Advanced Biological Oceanography","F18",13582,"Advanced Biological Oceanography - Aspects of physics and chemistry of the oceans. Qualitative and quantitative considerations of the ecology of pelagic and benthic communities.","BISC",1,"AY19"
"BISC-585","Scientific Writing and Reviewing","F18",13585,"Scientific Writing and Reviewing - Hands-on experience writing and reviewing scientific literature.;The review process and participation in writiing and reviewing;their own proposals.;;;","BISC",1,"AY19"
"BISC-593","Practicum in Teaching the Biological Sciences","F18",13593,"Practicum in Teaching the Biological Sciences - Practical principles for the long-term development of effective teaching within College disciplines. Intended for teaching assistants in Dornsife College.","BISC",2,"AY19"
"BKN-551","Musculoskeletal and Biomechanical Basis of Movement","F18",12402,"Musculoskeletal and Biomechanical Basis of Movement - Introduction to the mechanical properties of the musculoskeletal;system. Review of connective tissue and muscle mechanics,;arthrology, anatomical design and statics. Laboratory dissections;illustrate biomechanical concepts.","BKN",2,"AY19"
"BKN-553","Experimental Methods for the Analysis of Human Movement","F18",12403,"Experimental Methods for the Analysis of Human Movement - Introduces students to the techniques and hardware used to record movement, measure movement-related variables, and analyze those variables to address hypotheses.","BKN",2,"AY19"
"BKN-559","Readings in Biokinesiology","F18",12406,"Readings in Biokinesiology - Independent review and synthesis of papers appearing in the;current literature.","BKN",2,"AY19"
"BKN-563","Biomechanics","F18",12418,"Biomechanics - Advanced study of the kinematics of human motion. Emphasis on the;inverse dynamics solution to quality forces and moments of force.;Lecture, demonstration.","BKN",2,"AY19"
"BKN-578","Classic Readings in Biokinesiology","F18",12422,"Classic Readings in Biokinesiology - A seminar course in which students read and discuss classic;scientific papers that have shaped the development of the movement;sciences over the past 150 years.","BKN",2,"AY19"
"BKN-590","Directed Research","F18",12431,"Directed Research - Research leading to the master's degree. Maximum units which may be;applied to the degree to be determnined by the department. Graded;CR/NC.","BKN",2,"AY19"
"BME-101","Introduction to Biomedical Engineering","F18",29200,"Introduction to Biomedical Engineering - Historical development and survey of major areas comprising biomedical engineering: theoretical neurobiology and systems physiology, biomedical instrumentation, artificial organ and prosthetic devices, biomedical computer applications.","BME",7,"AY19"
"BME-402","Control and Communication in the Nervous System","F18",29210,"Control and Communication in the Nervous System - An introduction to the structural and functional elements common to nervous systems, with emphasis on cellular dynamics, interneuronal communication, sensory and effector systems.","BME",4,"AY19"
"BME-403","Physiological Systems","F18",29219,"Physiological Systems - A thorough bioengineering treatment of the physiological properties of various mammalian organ systems: e.g., cardiovascular, respiratory, renal, and musculoskeletal.","BME",6,"AY19"
"BME-404","Biomechanics","F18",29225,"Biomechanics - Mechanical properties of biological tissues and fluid transport;in physiological systems: blood rheology; bi- viscoelastic solids;and fluids; gas flow and mixing; prosthesis design.;;","BME",1,"AY19"
"BME-405","Senior Projects: Measurements and Instrumentation","F18",29228,"Senior Projects: Measurements and Instrumentation - Application of instrumentation and measurement techniques to biomedical engineering projects involving measurement, replacement or augmentation of biomedical systems.","BME",3,"AY19"
"BME-406","Introduction to Bioengineering in Medicine","F18",29238,"Introduction to Bioengineering in Medicine - Bioengineering concepts and technologies applied to cancer diagnosis, drug discovery, immunotherapeutic development, and mechanistic research.","BME",1,"AY19"
"BME-413","Bioengineering Signals and Systems","F18",29240,"Bioengineering Signals and Systems - Introduction to concepts relating to linear signals and systems theory, time and frequency domain analysis, and application of these concepts to problems in Biomedical Engineering.","BME",3,"AY19"
"BME-423","Statistical Methods in Biomedical Engineering","F18",29250,"Statistical Methods in Biomedical Engineering - Applications of parametric and nonparametric tests, analysis of variance, linear regression, time-series analysis, and autoregressive modeling, with biomedical applications to statistical analysis of biomedical data.","BME",6,"AY19"
"BME-425","Basics of Biomedical Imaging","F18",29251,"Basics of Biomedical Imaging - Engineering, Clinical applications and Modern Physics concepts underlying X-ray Imaging, Computed Tomography (CT), Nuclear Medicine, Positron Emission Tomography, Magnetic Resonance Imaging (MRI), Ultrasound Imaging.","BME",1,"AY19"
"BME-430","Principles and Applications of Systems Biology","F18",29253,"Principles and Applications of Systems Biology - Computational methods for simulation and analysis of metabolic networks, cellular signaling pathways, and gene regulatory networks. Biochemical kinetics, differential equations, stability analysis, sensitivity analysis.","BME",1,"AY19"
