"course_title","semester","course","course_num","course_desc","department","N.Sections"
"ASTE-280","SP19","Foundations of Astronautical Engineering",29102,"Foundations of Astronautical Engineering - Coordinate systems and transformations. Spherical trigonometry. Orientation angles. Spacecraft orbits and orbital maneuvers. Introduction to rocket propulsion, spacecraft attitude dynamics and control, and space environment. Prerequisites: MATH 226 and PHYS 152L. Recommended preparation: Skill in MATLAB programming.","ASTE",1
"ASTE-301A","F18","Thermal and Statistical Systems",29107,"Thermal and Statistical Systems - Thermodynamics and statistical mechanics. Kinetics of atoms,;molecules, and photons. Compressible fluid dynamics.","ASTE",1
"ASTE-301B","SP19","Thermal and Statistical Systems",29108,"Thermal and Statistical Systems - Thermodynamics and statistical mechanics. Kinetics of atoms,;molecules, and photons. Compressible fluid dynamics.","ASTE",1
"ASTE-330","F18","Introduction to Spacecraft Systems and the Space Environment",29110,"Introduction to Spacecraft Systems and the Space Environment - Spacecraft systems: attitude determination and control, power, thermal, command and data handling, telecommunication, structures and mechanisms, propulsion. Space environment: atmosphere, gravity gradients, radiation. Prerequisites: ASTE 280 and PHYS 153.","ASTE",1
"ASTE-421","SP19","Space Mission Design",29112,"Space Mission Design - Space systems engineering process: requirements definition; trade studies; system integration; technical reviews; cost and schedule development; case studies; ethics. Capstone design experience. Open only to seniors. Not for graduate credit.","ASTE",1
"ASTE-470","F18","Spacecraft Propulsion",29117,"Spacecraft Propulsion - Introduction to rocket engineering. Space missions and thrust;requirements. Compressible gas dynamics. Propellant chemistry and;thermodynamics. Liquid-and-solid-fueled rockets. Nuclear and;electric propulsion. Senior or graduate standing.;","ASTE",2
"ASTE-480","SP19","Spacecraft Dynamics",29118,"Spacecraft Dynamics - Two-body motion. Rigid-body motion. Attitude dynamics and;maneuvers. Spacecraft stabilization: gravity gradient, reaction;wheels, magnetic torques. Thruster attitude control. Senior;standing.","ASTE",1
"ASTE-491","F18","Team Projects II",29123,"Team Projects II - Participation in ASTE undergraduate student team projects.;Intended for students with prior project experience. Departmental;approval.","ASTE",3
"ASTE-491","SP19","Team Projects II",29123,"Team Projects II - Participation in ASTE undergraduate student team projects.;Intended for students with prior project experience. Departmental;approval.","ASTE",3
"ASTE-520","F18","Spacecraft System Design",29132,"Spacecraft System Design - System components; vehicle structure, propulsion systems, flight;dynamics, thermal control, power systems, telecommunication.;Interfaces and tradeoffs between these components. Testing, system;reliability, and integration.;","ASTE",2
"ASTE-523","SP19","Design of Low Cost Space Missions",29126,"Design of Low Cost Space Missions - Reviews all aspects of space mission design for practical;approaches to reducing cost. Examines ""LightSat"" mission;experience and potential applicability to large scale missions.;Graduate standing in engineering or science. Recommended;preparation: ASTE 520 or some experience in space engineering.","ASTE",2
"ASTE-524","F18","Human Spaceflight",29122,"Human Spaceflight - Engineering, technologies, and systems for human spaceflight. Life support, space environments, crew accommodations. Mission operations, safety. Astrodynamics, launch and space vehicles, space stations, planetary bases.","ASTE",2
"ASTE-527","F18","Space Exploration Architectures Concept Synthesis Studio",29134,"Space Exploration Architectures Concept Synthesis Studio - Programmatic/conceptual design synthesis/choice creation methods;for complex space missions. Aerospace system;engineering/architecting tools to create innovative projects.;Evaluated by faculty/industry/NASA experts. Graduate standing in;engineering or science. Recommended preparation: ASTE-520 or;experience in space industry","ASTE",2
"ASTE-529","SP19","Safety of Space Systems and Space Missions",29127,"Safety of Space Systems and Space Missions - Engineering methodology and analysis techniques for safety certification and mission assurance of robotic and human space systems and space missions by government and commercial industry. Recommended preparation: ASTE 520 or some experience in space engineering. Open only to Engineering graduate students.","ASTE",2
"ASTE-535","F18","Space Environments and Spacecraft Interactions",29135,"Space Environments and Spacecraft Interactions - Space environments and interactions with space systems. Vacuum,;neutral and ionized species, plasma, radiation, micrometeoroids.;Phenomena important for spacecraft operations.","ASTE",2
"ASTE-535","SP19","Space Environments and Spacecraft Interactions",29135,"Space Environments and Spacecraft Interactions - Space environments and interactions with space systems. Vacuum,;neutral and ionized species, plasma, radiation, micrometeoroids.;Phenomena important for spacecraft operations.","ASTE",2
"ASTE-546","F18","Computational Plasma Dynamics",29150,"Computational Plasma Dynamics - Plasma simulation techniques: particle-in-cell (PIC); PIC with Monte Carlo; computational electromagnetics; computational magnetohydrodynamics. Parallelization. Applications in engineering and space plasma physics. Prerequisite: ASTE 505a.","ASTE",1
"ASTE-553","F18","Systems for Remote Sensing from Space",29139,"Systems for Remote Sensing from Space - The operations and applications of instruments which produce;images of ground scene or probe the atmosphere from space.;Graduate standing in engineering or physics.;","ASTE",2
