"course_title","semester","courseID","section","course_desc","department","N.Sections","year","clean_course_desc"
"The Screenplay","SP19","CTWR-414",19193,"The Screenplay - Students study story structure and develop several story outlines, write a short script for possible production, a feature film outline and first act. Recommended preparation: CTWR-416. Open only to Cinematic Arts Film and Television Production majors.","CTWR",3,"AY19","The Screenplay Students study story structure and develop several story outlines write a short script for possible production a feature film outline and first act Recommended preparation CTWR 416 Open only to Cinematic Arts Film and Television Production majors"
"Advanced Writing","F18","CTWR-415A",19159,"Advanced Writing - Principles of the feature film; creating theme, character and structure that combine into a feature-length story treatment. Recommended preparation: CTWR 416.","CTWR",4,"AY19","Advanced Writing Principles of the feature film creating theme character and structure that combine into a feature length story treatment Recommended preparation CTWR 416"
"Advanced Writing","SP19","CTWR-415A",19200,"Advanced Writing - Principles of the feature film; creating theme, character and structure that combine into a feature-length story treatment. Recommended preparation: CTWR 416.","CTWR",4,"AY19","Advanced Writing Principles of the feature film creating theme character and structure that combine into a feature length story treatment Recommended preparation CTWR 416"
"Advanced Writing","SP19","CTWR-415B",19203,"Advanced Writing - Creation of script with extensive workshopping of scenes in class;leading to a first draft and revision as a final assignment.;;","CTWR",2,"AY19","Advanced Writing Creation of script with extensive workshopping of scenes in class leading to a first draft and revision as a final assignment"
"Motion Picture Script Analysis","F18","CTWR-416",19416,"Motion Picture Script Analysis - Critical analysis of story structure from classic films to;contemporary works. Identification of key story concepts and;elements of three-act structure. 2.0, not repeatable.;","CTWR",1,"AY19","Motion Picture Script Analysis Critical analysis of story structure from classic films to contemporary works Identification of key story concepts and elements of three act structure 2 0 not repeatable"
"Script Coverage and Story Analysis","F18","CTWR-417",19195,"Script Coverage and Story Analysis - Evaluation of completed scripts prior to their production.;Coverage and analysis of scripts as potential properties from the;perspective of a production company.","CTWR",1,"AY19","Script Coverage and Story Analysis Evaluation of completed scripts prior to their production Coverage and analysis of scripts as potential properties from the perspective of a production company"
"Senior Thesis","F18","CTWR-418A",19198,"Senior Thesis - a: Creation of feature-length treatment and first draft Senior;Thesis screenplay, including ""pitching"" experiences. B: Completion;and revision of Senior Thesis project and introduction to motion;picture industry procedures and practices through interaction with;industry representatives. Open to B.F.A. Writing for Screen and;Television students only.","CTWR",3,"AY19","Senior Thesis a Creation of feature length treatment and first draft Senior Thesis screenplay including pitching experiences B Completion and revision of Senior Thesis project and introduction to motion picture industry procedures and practices through interaction with industry representatives Open to B F A Writing for Screen and Television students only"
"Senior Thesis","SP19","CTWR-418B",19207,"Senior Thesis - b: Completion and revision of Senior Thesis project and;introduction to motion picture industry procedures and practices;through interaction with industry representatives. Open to B.F.A.;Writing for Screen and Televsion students only.","CTWR",3,"AY19","Senior Thesis b Completion and revision of Senior Thesis project and introduction to motion picture industry procedures and practices through interaction with industry representatives Open to B F A Writing for Screen and Televsion students only"
"Senior Thesis in Dramatic Television","F18","CTWR-419A",19436,"Senior Thesis in Dramatic Television - Advanced workshop developing an original hour-long dramatic series including characters, world, and story lines for season one. Final assignment is completed hour-long pilot episode. Recommended preparation: CTWR-411.","CTWR",2,"AY19","Senior Thesis in Dramatic Television Advanced workshop developing an original hour long dramatic series including characters world and story lines for season one Final assignment is completed hour long pilot episode Recommended preparation CTWR 411"
"Senior Thesis in Dramatic Television","SP19","CTWR-419B",19210,"Senior Thesis in Dramatic Television - Revision of original pilot script, writing of mid-season episode, and completion of bible for original dramatic series developed in first semester.","CTWR",2,"AY19","Senior Thesis in Dramatic Television Revision of original pilot script writing of mid season episode and completion of bible for original dramatic series developed in first semester"
"Writing the Hour-Long Dramatic Series","F18","CTWR-421",19203,"Writing the Hour-Long Dramatic Series - Writing an episode of an existing dramatic television series within the hour-long format with an emphasis on conception, pitching, characterization and structure.","CTWR",3,"AY19","Writing the Hour Long Dramatic Series Writing an episode of an existing dramatic television series within the hour long format with an emphasis on conception pitching characterization and structure"
