"course_title","all_goals","sustainability_classification"
"The Community College","4,11","Inclusive"
"Fieldwork in Higher, Adult and Professional;Education","1,4,5","Inclusive"
"Master's Seminar","17","Inclusive"
"Management of Student Services in Higher Education","1,4,8,9,12","Inclusive"
"Legal Issues in the Administration of Higher Education","1,4,8,11","Inclusive"
"Student Development in Higher Education","1,4,8,9,17","Inclusive"
"Learning and Individual Differences","1,4,8,9,10,17","Inclusive"
"Breaking the Code of College Success","9,17","Inclusive"
"Global Issues: Impact on Educational Outcomes","1,4,8,13","Focused"
"Education for Social Change","1,4,5,10,13","Focused"
"Unrealized Promise and Hope for Education in 21st Century","1,4,10","Inclusive"
"Educational Inquiry","1,4,9,17","Inclusive"
"Vectors that Influence Early Childhood Development","4,8,9,17","Inclusive"
"The Effects of Curriculum and Institution on Early Childhood","4,11,16,17","Inclusive"
"Early Childhood and Contemporary Society","4,8,9","Inclusive"
"Early Childhood: Action Research Focus","4,9,17","Inclusive"
"The Counseling Process","11,12","Inclusive"
"Learning and Motivation","9,17","Inclusive"
"Professional Identity, Law and Ethics for Counselors","8,9,11,12,17","Inclusive"
"Creating Communities of Interest","4,11","Inclusive"
"Theories of Language Learning and Teaching","4,8,9,17","Inclusive"
"Introduction to Counseling","1,4,8,9","Inclusive"
"Teaching English Language Arts in Secondary Classrooms","4,9,12","Inclusive"
"Theories of Marriage, and Family Therapy","5,9","Inclusive"
"Human Differences","1,4,5,8,9,10","Inclusive"
"Assessment and Instruction for Diverse Language Learners","1,4,9,10,11","Inclusive"
"Challenges in Urban Education: Accountability","1,4,11,16","Inclusive"
"Challenges in Urban Education: Diversity","1,4,5,10,11","Inclusive"
"Challenges in Urban Education: Leadership","1,4,8,9,11","Inclusive"
"Challenges in Urban Education: Learning","1,4,11,17","Inclusive"
"Political and Academic Issues Affecting Gifted Students","1,4,16","Inclusive"
"Differentiated Curriculum and Pedagogy for Gifted Students","1,4","Inclusive"
"Student Disability Issues in Higher Education","1,4,8,10,11,17","Inclusive"
"Inquiry Methods I","4,9","Inclusive"
"Inquiry Methods II","4,9","Inclusive"
"Measurement Procedures for Counselors","4,9","Inclusive"
"Psychopathology for Marriage and Family Therapy","3,5","Inclusive"
"Career Development: Theory and Process","8,9,12,17","Inclusive"
"Multimedia Literacy","1,4,9","Inclusive"
"Teaching Physical Education","1,4","Inclusive"
"Psychopharmacology and the Effects of Substance Abuse","5,6,12,14,16","Focused"
"Visual and Performing Arts in Elementary Subjects","","Not Related"
"Culture Learning in Schools: Latino","4,10,11","Inclusive"
"Teaching Mathematics and Science","4","Inclusive"
"Guided Practice","8,10,12,17","Inclusive"
"Capstone Portfolio in Learning and Instruction","8,9,17","Inclusive"
"Research Methods and Data Analysis","9,16,17","Inclusive"
"Introduction to Special Education","1,4,9","Inclusive"
"Collaboration, Families and Case Management","1,4,9,10,12","Inclusive"
"Assessment and Curriculum for Students with Disabilities","4,9","Inclusive"
"Establishing and Maintaining an Effective Classroom Ecology","4,6,7,8,12,13,14,15","Focused"
"Guided Practice: Mild/Moderate Disabilities","12,17","Inclusive"
"Media Selection and Evaluation","9,17","Inclusive"
"Assessment and Evaluation","9","Inclusive"
"Counseling through the Lifespan","5","Inclusive"
"Design of Learning Environments","9,17","Inclusive"
"Master's Studio A","8,9,17","Inclusive"
"Master's Studio B","8,9,17","Inclusive"
"Human Lifespan Development","1,8,9,10,17","Inclusive"
"Diversity: Power, Equity and Inclusion","1,4,5,7,8,9,10,11","Inclusive"
"Instructional Design","8,9,10","Inclusive"
"Framing Organizational Change and Leadership","1,4,8,11,13,17","Focused"
"Framing Educational Leadership","4,8,9","Inclusive"
"Academic Advising in Postsecondary Education","1,4,8","Inclusive"
"Athletic Administration","1,8,9,16","Inclusive"
"Application of Human Development Theory in School Counseling","4,8,9,17","Inclusive"
"Gender Issues in Athletic Administration","1,4,5,8,10","Inclusive"
"Research and Assessment in Higher Education","1,4,8,9,17","Inclusive"
"Higher Education Seminar","1,4,8,17","Inclusive"
"The Student Athlete in Higher Education","1,4,5,8,9","Inclusive"
"Framing Educational Leadership in a Global Context","1,4,5,8,9,10,13","Focused"
"Fundamentals of Creativity, Innovation, and Entrepreneurship","4,8,9,12,17","Inclusive"
"Understanding Research That Informs Leadership","1,4,8,17","Inclusive"
"Educational Organizations: Governance and Finance I","1,4,5,8,9,10,13,17","Focused"
"Education Performance Problems: Role of Learning","1,4,9","Inclusive"
"Educational Organizations: Governance and Finance II","1,4,8,9","Inclusive"
"Consulting Practicum Context Analysis","1,4,9,17","Inclusive"
"Organizations and Policy: Current Issues","1,4,8,11,13,17","Focused"
"Locating Educational Performance Problems","4,8,9,17","Inclusive"
"Child and Elder Abuse and Domestic Violence","1,5,10,16","Inclusive"
"Couples Counseling","5,8,9,13,17","Focused"
"Psychotherapy with Children and Adolescents","5","Inclusive"
"Perspectives on Human Sexuality","5,10,11,16","Inclusive"
"Group Counseling: Theory and Process","17","Inclusive"
"Cross-Cultural Counseling: Research and Practice","1,4,10,11,12,17","Inclusive"
"Approaches and Strategies for Language Teaching","4,9,12","Inclusive"
"Controversies in Learning and Instruction","1,4,11,17","Inclusive"
"Practicum in Counseling","1,5,10,17","Inclusive"
"Field Work in Counseling","","Not Related"
"Marriage and Family Therapy Capstone: Leadership Project","4,5,8,9,17","Inclusive"
"Teaching Practice to Support Language Learners","4,9,12","Inclusive"
"Introduction to Qualitative Research Methods","17","Inclusive"
"Inquiry Methods III","4,9","Inclusive"
"Advanced Qualitative Research","9,11,17","Inclusive"
"Advanced Qualitative Research Methods II","9,17","Inclusive"
"Social Foundations of Language Education","1,4,17","Inclusive"
"Applied Linguistics for English Language Educators","4,9","Inclusive"
"Social Foundations of Research","1,4,9,17","Inclusive"
"Hierarchical Linear Models","4,8,9","Inclusive"
"Clinical Practice Seminar in Language Teaching","4,17","Inclusive"
"Equity in College and Career Access","4,8,9","Inclusive"
"Introduction to Curriculum and Pedagogy in Urban Schools","1,4,11","Inclusive"
"Contexts for Educational Equity, Access, and Agency","1,4,5,6,7,8,9,10,11,12,13,14,15","Focused"
"Integrated Language Development Across the Curriculum","4,8,9,17","Inclusive"
"Applications of Curriculum and Pedagogy, Part A","4","Inclusive"
"Identifying and Teaching to Student Differences","4,9,10","Inclusive"
"Literacy Development and Instruction in Elementary Education","1,4,8,9,17","Inclusive"
"Literacy Development and Instruction in Secondary Education","1,4,8,9,17","Inclusive"
"Applications of Curriculum and Pedagogy, Part B","4,8,9,17","Inclusive"
"Applying Knowledge and Strategies for Teaching All Students","8,9,17","Inclusive"
"Blended Learning Experiences for Students in Urban Schools","1,4,9,11","Inclusive"
"Research, Policy and Practice in Urban Education","1,4,8,9,11,16,17","Inclusive"
"Introduction to Quantitative Research Methods in Education","1,4,9,17","Inclusive"
"Proseminar in Urban Education Policy","1,4,8,9,11,17","Inclusive"
"Framing and Enrollment Management","1,4,17","Inclusive"
"Admission Policy and Practice","1,11","Inclusive"
"Role of Diversity in Admissions","4,5,10","Inclusive"
"Legal Issues in Enrollment Management","1,4,8","Inclusive"
"Research and Practice in the Preparation of Teachers","1,4,17","Inclusive"
"Pedagogy in Teacher Education","1,4,9,11","Inclusive"
"Curriculum, Teacher Preparation, and Student Learning","1,4,8,9,11,17","Inclusive"
"Examining Literacy theories and Practice","1,4,8,9,11,17","Inclusive"
"Survey Design and Analysis","9","Inclusive"
"Administration in Higher Education","1,4,8,9,12,13","Focused"
"Advanced Student Development Theory","8,9,17","Inclusive"
"Finance in Higher Education","1,4,8,9,13","Focused"
"Assessment, Organizational Learning and;Performance","1,4,8,11","Inclusive"
"Issues in Human Motivation","3,9,10","Inclusive"
"Issues in Lifespan Development","8,9,17","Inclusive"
"Measurement and Evaluation for Decision-Making","1,4,8","Inclusive"
"Current Research in Learning","17","Inclusive"
"Instructional Leadership","4,8,9","Inclusive"
"Schooling as an Economic Enterprise","1,4,8,9,17","Inclusive"
"The Policies and Politics of Education Governance","1,4,8,10,16","Inclusive"
"Leadership for Principals","4,8","Inclusive"
"Leadership for Superintendents","4,8","Inclusive"
"Evaluating and Assessing Educational System Outcomes","4,12","Inclusive"
"Creating Policy Alternatives for Educational Settings","1,4","Inclusive"
"Analyzing Organizational Change and Its Effectiveness","13,17","Focused"
"Making Choices: Deciding Among Policy Alternatives","1,8,12,15,16","Focused"
"Implementing Policy in Educational Systems","1,4,8,9,10","Inclusive"
"Global Trends: Emerging Ideas, Emerging Markets","1,4,7,8,9,13,14","Focused"
"Assessing Policy Impact in Educational Settings","1,4,9,16","Inclusive"
"Using Communication to Facilitate Organizational Change","4,8,9,13","Focused"
"Economics of Organizational Change and Learning Environments","1,4,8,9,13,17","Focused"
"Building Capacity for Organizational Change","4,8,9,13,17","Focused"
"Analyzing Data, Presenting Findings and;Recommending Solutions","9,17","Inclusive"
"Consulting Project","8,9,10,17","Inclusive"
"Critique of Research in Education","1,4,17","Inclusive"
"Introduction to Electrical Engineering","9","Inclusive"
"Introduction to Embedded Systems","9","Inclusive"
"Applied Linear Algebra for Engineering","9","Inclusive"
"Introduction to Computer Programming for;Electrical Engineers","4,8,9","Inclusive"
"Linear Circuits","7,9","Inclusive"
"Distributed Systems for the Internet of Things","1,7,9","Inclusive"
"Linear Systems","9","Inclusive"
"Introduction to Digital Audio","9","Inclusive"
"Essentials of Electrical Engineering","7,8,9,10","Inclusive"
"Electromagnetics I","7,11,13","Focused"
"Physical Electronics","6,9","Inclusive"
"Electronic Circuits","9","Inclusive"
"Introduction to Digital Circuits","8,9,10,17","Inclusive"
"Software Design for Electrical Engineers","9","Inclusive"
"Introduction to Probability and Statistics for;Electrical Engineering and Computer Science","4,9","Inclusive"
"Digital Signal Processing Design Laboratory","9,17","Inclusive"
"Introduction to Power Systems","1,6,7,8,9,12,13,14,15","Focused"
"Power Systems Technology","6,7,8,9,12,13,14,15,17","Focused"
"Mixed Signal Electronic Circuits","9,17","Inclusive"
"Communication Electronics","9","Inclusive"
"Introduction to Computer Networks","","Not Related"
"Parallel and Distributed Computation","4,9","Inclusive"
"Introduction to System-on-Chip","9","Inclusive"
"Computer Systems Organization","2,9","Inclusive"
"Embedded Systems Design Laboratory","2,9,17","Inclusive"
"Introduction to Communication Systems","1,9","Inclusive"
"Electromagnetics II","6,9","Inclusive"
"Applied Quantum Mechanics for Engineers","9","Inclusive"
"Wireless Communication Technology","9,17","Inclusive"
"MOS VLSI Circuit Design","7,9","Inclusive"
"Analog Integrated Circuit Design","9","Inclusive"
"Linear Control Systems","1,8,9,10","Inclusive"
"Introduction to Digital Signal Processing","9","Inclusive"
"Neural Learning and Computational Intelligence","7,9","Inclusive"
"Probability for Electrical and Computer Engineers","8,9,10","Inclusive"
"Solid State Processing and Integrated Circuits Laboratory","9","Inclusive"
"Semiconductor Physics","1,2,6,7,9,12","Inclusive"
"Micro- and Nano-Fabrication Technology","9","Inclusive"
"Nano-Fabrication Lithography","9","Inclusive"
"Linear Algebra for Engineering","9","Inclusive"
"Simulation Methods for Stochastic Systems","9,17","Inclusive"
"Stochastic Processes","8,9,10","Inclusive"
"High-Voltage DC Transmission Systems","9","Inclusive"
"Statistics and Data Analysis for Engineers","","Not Related"
"Mathematics and Tools for Financial Engineering","8,9,10","Inclusive"
"Speech Recognition and Processing for Multimedia","9","Inclusive"
"Power Systems Analysis and Design","1,7,8,9,12","Inclusive"
"Immersive Audio Signal Processing","9","Inclusive"
"Transients in Power Systems","7,9,11","Inclusive"
"Power System Protection","7,9","Inclusive"
"Renewable Energy in Power Systems","2,7,8,9,12,13","Focused"
"Net-Centric Power-System Control","7,9","Inclusive"
"Power Electronics","7,9","Inclusive"
"Optics","9","Inclusive"
"Network Processor Design and Programming","9","Inclusive"
"Mobile Communications","9","Inclusive"
"Mixed-Signal Integrated Circuit Design","1,8,9,17","Inclusive"
"Modern Solid-State Devices","9,17","Inclusive"
"Engineering Quantum Mechanics","9","Inclusive"
"Introduction to Quantum Electronics","9","Inclusive"
"Internet and Cloud Computing","1,7,9,12","Inclusive"
"Digital Control Systems","9","Inclusive"
"Radio Frequency Systems and Hardware","9","Inclusive"
"Mathematics of High-Dimensional Data","9","Inclusive"
"Nanotechnology for Materials, Electronics, and Circuits","7,8,9,12,13","Focused"
"Design and Analysis of Computer Communication Networks","9","Inclusive"
"Asynchronous VLSI Design","9","Inclusive"
"Broadband Network Architectures","8,9,11","Inclusive"
"Stochastic Systems and Reinforcement Learning","9","Inclusive"
"Computer Systems Architecture","2,9","Inclusive"
"Optical Fiber Communication Systems","9","Inclusive"
"Mathematical Pattern Recognition","","Not Related"
"Digital System Design","9,11","Inclusive"
"Random Processes in Engineering","9","Inclusive"
"Information Theory and Compression","8,10,17","Inclusive"
"Communication Systems","9","Inclusive"
"Introduction to Digital Image Processing","9","Inclusive"
"Advanced Electromagnetic Theory","9","Inclusive"
"Integrated Memory Devices and Technologies","9","Inclusive"
"VLSI System Design","9,17,7","Inclusive"
"System Verification","4,7,9","Inclusive"
"CMOS:Nano Neuromorphic Circuits","7,9","Inclusive"
"Linear System Theory","9","Inclusive"
"Optimization for the Information and Data Sciences","12","Inclusive"
"Magnetic Resonance Imaging and Reconstruction","9","Inclusive"
"Robust Multivariable Control","9","Inclusive"
"Wireless Networks","9,11","Inclusive"
"Electrical Engineering Research Seminar","8,9,10,17","Inclusive"
"Advanced Wireless Communications","2,9","Inclusive"
"Current and Future Computing Devices and Technology","9","Inclusive"
"Diagnosis and Design of Reliable Digital Systems","3,9","Inclusive"
"Machine Learning from Signals: Foundations and Methods","9","Inclusive"
"Computer-Aided Design of Digital Systems II","4,9","Inclusive"
"Preclinical Endodontics","3,6","Inclusive"
"Seminar: Biological Basis of Endodontic Therapy","17","Inclusive"
"Seminar: Advanced Clinical Endodontics","9,11,17","Inclusive"
"Seminar: Review of Endodontic Literature","17","Inclusive"
"Seminar: Surgical Endodontics","17","Inclusive"
"Seminar: Endodontic Case Presentation","17","Inclusive"
"Seminar: Endodontic Practice Management","8,17","Inclusive"
"Alternatives in Endodontics","12","Inclusive"
