SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
29215,ENGR,BME-794A,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
29216,ENGR,BME-794B,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
29217,ENGR,BME-794C,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
29218,ENGR,BME-794D,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,1,,,OFFICE,1,Credit on acceptance of dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
29219,ENGR,BME-794Z,908,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
29625,ENGR,CE-501,902,4,4,Construction Practices,C,,Y,17:00,21:10,TH,2,,"Koffman, Henry, M.",OHE100B,2,"Systems, processes, and constraints governing the initiation, direction, engineering, and delivery of major construction projects. Professional construction management, responsibilities, and practice."
29627,ENGR,CE-501,910,4,4,Construction Practices,C,,Y,17:00,21:10,TH,0,A,"Koffman, Henry, M.",DEN@Viterbi,0,"Systems, processes, and constraints governing the initiation, direction, engineering, and delivery of major construction projects. Professional construction management, responsibilities, and practice."
29603,ENGR,CE-529,905,4,4,Finite Element Analysis,C,,Y,18:00,21:20,TH,4,,"Niazy, Abdel-Salam",OHE120,4,Basic concepts; variational methods; isoparametric formulation; plane stress; plane strain; axisymmetric structures; plates and shells; structural dynamics; stability and buckling; computer applications; nonlinear analysis.
29604,ENGR,CE-529,942,4,4,Finite Element Analysis,C,,Y,18:00,21:20,TH,7,,"Niazy, Abdel-Salam",DEN@Viterbi,7,Basic concepts; variational methods; isoparametric formulation; plane stress; plane strain; axisymmetric structures; plates and shells; structural dynamics; stability and buckling; computer applications; nonlinear analysis.
29605,ENGR,CE-529,905,0,0,Finite Element Analysis,L,,Y,TBA,TBA,,4,,,,4,Basic concepts; variational methods; isoparametric formulation; plane stress; plane strain; axisymmetric structures; plates and shells; structural dynamics; stability and buckling; computer applications; nonlinear analysis.
29606,ENGR,CE-529,942,0,0,Finite Element Analysis,L,,Y,TBA,TBA,,7,,,DEN@Viterbi,7,Basic concepts; variational methods; isoparametric formulation; plane stress; plane strain; axisymmetric structures; plates and shells; structural dynamics; stability and buckling; computer applications; nonlinear analysis.
29610,ENGR,CE-590,908,1,10,Directed Research,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
29620,ENGR,CE-790,908,1,10,Research,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Research leading to the Doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
29630,ENGR,CE-794A,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29640,ENGR,CE-794B,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29650,ENGR,CE-794C,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29660,ENGR,CE-794D,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29670,ENGR,CE-794Z,908,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"De Barros, Felipe",OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29400,ENGR,CHE-490,59,2,8,Directed Research,C,,Y,TBA,TBA,,0,,"Hodge, Andrea, Maria",OFFICE,0,Individual research and readings. Not available for graduate credit.
29410,ENGR,CHE-590,908,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Hodge, Andrea, Maria",OFFICE,0,Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29412,ENGR,CHE-594A,908,2,2,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Thesis. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29414,ENGR,CHE-594B,908,2,2,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on accceptance of Thesis. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29416,ENGR,CHE-594Z,908,0,0,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Thesis. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29430,ENGR,CHE-790,908,1,12,Research,C,,Y,TBA,TBA,,0,,"Hodge, Andrea, Maria",OFFICE,0,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
29432,ENGR,CHE-794A,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,1,,,OFFICE,1,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29434,ENGR,CHE-794B,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29436,ENGR,CHE-794C,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29438,ENGR,CHE-794D,908,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29440,ENGR,CHE-794Z,908,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
29903,ENGR,CSCI-104,56,4,4,Data Structures and Object Oriented Design,C,A,Y,9:30,11:45,TH,30,,"Redekopp, Mark, William",GFS116,30,"Introduces the student to standard data structures (linear structures such as linked lists, (balanced) trees, priority queues, and hashtables), using the C++ programming language."
29958,ENGR,CSCI-104,56,0,0,Data Structures and Object Oriented Design,L,A,Y,10:00,11:50,W,25,,,SAL126,25,"Introduces the student to standard data structures (linear structures such as linked lists, (balanced) trees, priority queues, and hashtables), using the C++ programming language."
29959,ENGR,CSCI-104,56,0,0,Data Structures and Object Oriented Design,L,A,Y,10:00,11:50,W,5,,,SAL127,5,"Introduces the student to standard data structures (linear structures such as linked lists, (balanced) trees, priority queues, and hashtables), using the C++ programming language."
29905,ENGR,CSCI-104,56,0,0,Data Structures and Object Oriented Design,Q,A,Y,TBA,TBA,,30,,,OFFICE,30,"Introduces the student to standard data structures (linear structures such as linked lists, (balanced) trees, priority queues, and hashtables), using the C++ programming language."
29960,ENGR,CSCI-170,51,4,4,Discrete Methods in Computer Science,C,A,Y,14:00,16:05,MWF,12,,"Dughmi, Shaddin, Faris",GFS118,12,"Sets, functions, series. Big-O notation and algorithm analysis. Propositional and first-order logic. Counting and discrete probability. Graphs and basic graph algorithms. Basic number theory."
29961,ENGR,CSCI-170,51,0,0,Discrete Methods in Computer Science,D,A,Y,14:00,16:05,H,12,,,GFS118,12,"Sets, functions, series. Big-O notation and algorithm analysis. Propositional and first-order logic. Counting and discrete probability. Graphs and basic graph algorithms. Basic number theory."
29962,ENGR,CSCI-170,51,0,0,Discrete Methods in Computer Science,Q,A,Y,TBA,TBA,,12,,,OFFICE,12,"Sets, functions, series. Big-O notation and algorithm analysis. Propositional and first-order logic. Counting and discrete probability. Graphs and basic graph algorithms. Basic number theory."
29955,ENGR,CSCI-270,50,4,4,Introduction to Algorithms and Theory of Computing,C,A,Y,12:00,13:40,MWHF,17,,"Cote, Aaron, Daniel",GFS118,17,"Algorithm analysis. Greedy algorithms, divide and conquer, dynamic programming, graph algorithms. NP-completeness and basic recursion theory and undecidability. Sorting lower bounds. Number-theory based cryptography."
29956,ENGR,CSCI-270,50,0,0,Introduction to Algorithms and Theory of Computing,D,A,Y,12:00,14:00,T,17,,,GFS118,17,"Algorithm analysis. Greedy algorithms, divide and conquer, dynamic programming, graph algorithms. NP-completeness and basic recursion theory and undecidability. Sorting lower bounds. Number-theory based cryptography."
29957,ENGR,CSCI-270,50,0,0,Introduction to Algorithms and Theory of Computing,Q,A,Y,TBA,TBA,,17,,,OFFICE,17,"Algorithm analysis. Greedy algorithms, divide and conquer, dynamic programming, graph algorithms. NP-completeness and basic recursion theory and undecidability. Sorting lower bounds. Number-theory based cryptography."
29910,ENGR,CSCI-402,270,4,4,Operating Systems,C,D,Y,9:30,11:30,TH,7,,"Cheng, William",DEN@Viterbi,7,"Concurrency, deadlock control, synchronization, process and thread"
,,,,,,,,,,,,,,,,,,"scheduling, memory management, file systems, security and access"
,,,,,,,,,,,,,,,,,,"control, communication and networking, distributed file systems,"
,,,,,,,,,,,,,,,,,,data management. Duplicates credit in CSCI 350.
29908,ENGR,CSCI-402,58,4,4,Operating Systems,C,A,Y,9:30,11:30,TH,1,,"Cheng, William",OHE100C,1,"Concurrency, deadlock control, synchronization, process and thread"
,,,,,,,,,,,,,,,,,,"scheduling, memory management, file systems, security and access"
,,,,,,,,,,,,,,,,,,"control, communication and networking, distributed file systems,"
,,,,,,,,,,,,,,,,,,data management. Duplicates credit in CSCI 350.
29911,ENGR,CSCI-402,270,0,0,Operating Systems,D,D,Y,10:00,11:10,F,7,,,DEN@Viterbi,7,"Concurrency, deadlock control, synchronization, process and thread"
,,,,,,,,,,,,,,,,,,"scheduling, memory management, file systems, security and access"
,,,,,,,,,,,,,,,,,,"control, communication and networking, distributed file systems,"
,,,,,,,,,,,,,,,,,,data management. Duplicates credit in CSCI 350.
29909,ENGR,CSCI-402,58,0,0,Operating Systems,D,A,Y,10:00,11:10,F,1,,,OHE100C,1,"Concurrency, deadlock control, synchronization, process and thread"
,,,,,,,,,,,,,,,,,,"scheduling, memory management, file systems, security and access"
,,,,,,,,,,,,,,,,,,"control, communication and networking, distributed file systems,"
,,,,,,,,,,,,,,,,,,data management. Duplicates credit in CSCI 350.
29912,ENGR,CSCI-455,50,4,4,Introduction to Programming Systems Design,C,A,Y,13:10,15:15,MTW,0,,"Raghavachary, Sathyanaraya",OHE136,0,"Intensive introduction to programming principles, discrete mathematics for computing, software design and software engineering concepts. Not available for credit to computer sciencemajors, graduate or undergraduate."
29914,ENGR,CSCI-455,162,4,4,Introduction to Programming Systems Design,C,D,Y,13:10,15:15,MTW,1,,"Raghavachary, Sathyanaraya",DEN@Viterbi,1,"Intensive introduction to programming principles, discrete mathematics for computing, software design and software engineering concepts. Not available for credit to computer sciencemajors, graduate or undergraduate."
29913,ENGR,CSCI-455,50,0,0,Introduction to Programming Systems Design,L,A,Y,13:10,15:15,H,0,,,OHE136,0,"Intensive introduction to programming principles, discrete mathematics for computing, software design and software engineering concepts. Not available for credit to computer sciencemajors, graduate or undergraduate."
29915,ENGR,CSCI-455,162,0,0,Introduction to Programming Systems Design,L,D,Y,13:10,15:15,H,1,,,DEN@Viterbi,1,"Intensive introduction to programming principles, discrete mathematics for computing, software design and software engineering concepts. Not available for credit to computer sciencemajors, graduate or undergraduate."
29937,ENGR,CSCI-490,51,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
29938,ENGR,CSCI-490,59,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
29934,ENGR,CSCI-526,906,4,4,Advanced Mobile Devices and Game Consoles,C,A,Y,18:00,21:00,TH,0,,"Easley, Scott, John",GFS106,0,Explore the complex engineering process required to design and build a real-time graphics engine to support physical realism on mobile devices. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent course in graphics.
29925,ENGR,CSCI-567,909,4,4,Machine Learning,C,D,Y,10:30,12:35,MTWH,3,,"Adamchik, Victor, S.",DEN@Viterbi,3,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate c"
,,,,,,,,,,,,,,,,,,"alculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required."
29922,ENGR,CSCI-567,901,4,4,Machine Learning,C,A,Y,10:30,12:35,MTWH,0,,"Adamchik, Victor, S.",OHE122,0,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate c"
,,,,,,,,,,,,,,,,,,"alculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required."
29923,ENGR,CSCI-567,901,0,0,Machine Learning,D,A,Y,TBA,TBA,,0,,,OFFICE,0,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate c"
,,,,,,,,,,,,,,,,,,"alculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required."
29926,ENGR,CSCI-567,909,0,0,Machine Learning,D,D,Y,TBA,TBA,,3,,,DEN@Viterbi,3,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate c"
,,,,,,,,,,,,,,,,,,"alculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required."
29924,ENGR,CSCI-567,901,0,0,Machine Learning,Q,A,Y,TBA,TBA,,0,,,OFFICE,0,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate c"
,,,,,,,,,,,,,,,,,,"alculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required."
29927,ENGR,CSCI-567,909,0,0,Machine Learning,Q,D,Y,TBA,TBA,,3,,,DEN@Viterbi,3,"Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate c"
,,,,,,,,,,,,,,,,,,"alculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required."
29966,ENGR,CSCI-570,909,4,4,Analysis of Algorithms,C,C,Y,13:10,15:15,MTWH,3,A,"Adamchik, Victor, S.",DEN@Viterbi,3,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29963,ENGR,CSCI-570,901,4,4,Analysis of Algorithms,C,A,Y,13:10,15:15,MTWH,0,,"Adamchik, Victor, S.",OHE122,0,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29928,ENGR,CSCI-570,902,4,4,Analysis of Algorithms,C,B,Y,16:00,18:50,MWH,0,,"Shamsian, Shahriar",OHE122,0,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29931,ENGR,CSCI-570,910,4,4,Analysis of Algorithms,C,D,Y,16:00,18:50,MWH,12,,"Shamsian, Shahriar",DEN@Viterbi,12,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29932,ENGR,CSCI-570,910,0,0,Analysis of Algorithms,D,D,Y,TBA,TBA,,12,,,DEN@Viterbi,12,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29967,ENGR,CSCI-570,909,0,0,Analysis of Algorithms,D,C,Y,TBA,TBA,,3,A,,DEN@Viterbi,3,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29964,ENGR,CSCI-570,901,0,0,Analysis of Algorithms,D,A,Y,TBA,TBA,,0,,,OFFICE,0,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29929,ENGR,CSCI-570,902,0,0,Analysis of Algorithms,D,B,Y,TBA,TBA,,0,,,OFFICE,0,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
29968,ENGR,CSCI-570,909,0,0,Analysis of Algorithms,Q,C,Y,TBA,TBA,,3,A,,DEN@Viterbi,3,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms."
